"rep","method","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","scenario","hrf_regime","ar_regime","isi_regime","amp_regime","cell","oasis_variant"
1,"st_default",0.343147750664957,0.899831979938982,-0.95935163423272,-0.00609055683721873,0.592592592592593,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1",NA
1,"fmrilss_lss",0.328039492382633,2.15097531273994,-0.185927179284731,-0.0023802664674898,0.606481481481482,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1",NA
1,"fmrilss_sbhm",0.185002386234927,2.18271050716197,-0.544995393708749,-0.0279884264256656,0.553240740740741,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1",NA
1,"fmrilss_oasis_best",0.131105315161624,2.86483431889509,-0.590652761678602,0.000267126816546438,0.532407407407407,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","fmrilss_oasis[absolute|x=0.05|b=0.05]"
1,"st_default",0.361602366143154,1.06973889810015,-0.937839326386804,-0.00103206986199782,0.601851851851852,TRUE,NA,"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2",NA
1,"fmrilss_lss",0.345372557751866,2.48994229270401,-0.152912817395014,0.0126217902717265,0.604166666666667,TRUE,NA,"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2",NA
1,"fmrilss_sbhm",0.106324777308576,3.34063275922473,-0.736449683904847,0.0239298914953496,0.548611111111111,TRUE,NA,"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2",NA
1,"fmrilss_oasis_best",0.345780339109971,2.44462168470016,-0.168136021881619,0.00955067784668976,0.608796296296296,TRUE,NA,"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","fmrilss_oasis[fractional|x=0.01|b=0.05]"
1,"st_default",0.610350765630497,1.03428422361358,-0.840589129499472,0.00374716203630098,0.652777777777778,TRUE,NA,"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3",NA
1,"fmrilss_lss",0.513700226908821,2.14077143578862,0.0520486081078377,-0.135602576574072,0.648148148148148,TRUE,NA,"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3",NA
1,"fmrilss_sbhm",0.266970319235908,3.70860337156581,-0.378931037758801,-0.190946563996037,0.599537037037037,TRUE,NA,"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3",NA
1,"fmrilss_oasis_best",0.515141611928516,2.01682856848325,-0.00407750931262818,-0.12907919282039,0.645833333333333,TRUE,NA,"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.326128439840009,0.976608275958996,-0.934344324577594,-0.0116043365774554,0.643518518518518,TRUE,NA,"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1",NA
1,"fmrilss_lss",0.307961165627263,3.15928051901174,-0.0105305310332595,0.040508346303204,0.585648148148148,TRUE,NA,"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1",NA
1,"fmrilss_sbhm",0.11866447084028,3.0279221869305,-0.629742693854204,-0.0543797446440883,0.532407407407407,TRUE,NA,"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1",NA
1,"fmrilss_oasis_best",0.208176762197537,3.744579243534,-0.226455217132789,0.0238126518666729,0.548611111111111,TRUE,NA,"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","fmrilss_oasis[absolute|x=0.05|b=0.05]"
1,"st_default",0.359406559096465,1.0195337596355,-0.959953877842827,0.00990753447855955,0.62037037037037,TRUE,NA,"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","nominal","ar_mod","isi_mid","amp_high","h1_r2_c2",NA
1,"fmrilss_lss",0.353124005326488,2.73736219034453,-0.0199205074690981,-0.0192551760455486,0.599537037037037,TRUE,NA,"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","nominal","ar_mod","isi_mid","amp_high","h1_r2_c2",NA
1,"fmrilss_sbhm",0.202232494521777,2.56208752240506,-0.456308266249208,0.0107857628797459,0.585648148148148,TRUE,NA,"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","nominal","ar_mod","isi_mid","amp_high","h1_r2_c2",NA
1,"fmrilss_oasis_best",0.193248080976212,2.89664425116971,-0.468685404572074,-0.0179415247277336,0.597222222222222,TRUE,NA,"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.417183597463893,0.917406645431376,-0.751007033311959,0.0318055833676018,0.62962962962963,TRUE,NA,"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3",NA
1,"fmrilss_lss",0.402879631788337,2.44618721656182,0.084654312382763,0.0826253009347374,0.601851851851852,TRUE,NA,"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3",NA
1,"fmrilss_sbhm",0.293468838133626,2.53083679837259,-0.18480174674367,0.0131817689006936,0.608796296296296,TRUE,NA,"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3",NA
1,"fmrilss_oasis_best",0.403659462616603,2.30728045164606,0.0265124167214795,0.0860996334426421,0.601851851851852,TRUE,NA,"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.380854110850487,1.16723957275456,-0.940577503212527,-0.0150742900891503,0.618055555555556,TRUE,NA,"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","nominal","ar_high","isi_dense","amp_high","h1_r3_c1",NA
1,"fmrilss_lss",0.331313809403688,3.72634519576671,0.0709529391108941,-0.00421139696675364,0.594907407407407,TRUE,NA,"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","nominal","ar_high","isi_dense","amp_high","h1_r3_c1",NA
1,"fmrilss_sbhm",0.25624403989052,3.70888453724336,-0.167829920012394,-0.0660556219757683,0.56712962962963,TRUE,NA,"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","nominal","ar_high","isi_dense","amp_high","h1_r3_c1",NA
1,"fmrilss_oasis_best",0.199816303569077,4.20574645482272,-0.304250952279469,-0.0048859823120869,0.5625,TRUE,NA,"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","nominal","ar_high","isi_dense","amp_high","h1_r3_c1","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.320118763669386,1.00779494919043,-0.964607041075611,0.00655277435257546,0.606481481481482,TRUE,NA,"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","nominal","ar_high","isi_mid","amp_none","h1_r3_c2",NA
1,"fmrilss_lss",0.292410885753603,2.78146835568539,-0.16126854299329,0.058726841060117,0.604166666666667,TRUE,NA,"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","nominal","ar_high","isi_mid","amp_none","h1_r3_c2",NA
1,"fmrilss_sbhm",0.106819432190254,2.96556486189312,-0.697343162792096,0.152444680866116,0.537037037037037,TRUE,NA,"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","nominal","ar_high","isi_mid","amp_none","h1_r3_c2",NA
