"rep","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","mean_margin","median_margin","mean_rho","max_rho","mean_kappa","max_kappa","method_global_ls","method_lss1","method_oasis_voxel","density","n_atoms","n_lags","n_widths","sbhm_rank"
19,0.123955750773467,5.05013731467946,-0.66837723545654,-0.0289275867487225,0.527777777777778,TRUE,NA,0.0459789158785498,0.0478791746529841,0.926170254921313,0.980271507637627,226.563884053421,712.876160465609,0,0,16,"very_dense",130,13,10,8
20,0.304595123848881,3.30210259305274,-0.132790379045988,0.0611822654945891,0.559027777777778,TRUE,NA,0.0262716498344694,0.0275438434711902,0.922137052968564,0.947839849584042,250.637339936016,542.109872750468,0,0,16,"very_dense",130,13,10,8
21,0.231071434680233,3.94946762822971,-0.39089048299083,0.0869157834667146,0.595486111111111,TRUE,NA,0.0318685077124395,0.0155358328439982,0.928223923264755,0.961707056450331,314.563179246806,1722.59150676758,0,0,16,"very_dense",130,13,10,8
22,0.1817779982278,4.13451020757853,-0.542630357559153,0.086065298823649,0.539930555555556,TRUE,NA,0.039720468122866,0.0288911446088855,0.918918684135554,0.941970445843637,175.223628301407,298.482035200009,0,0,16,"very_dense",130,13,10,8
23,0.209781843337111,4.33736876355327,-0.392930703035936,-0.122780469547916,0.604166666666667,TRUE,NA,0.0383305582814688,0.0270343572151954,0.930612141451749,0.980271507637627,232.523289366888,712.876160465609,0,0,16,"very_dense",130,13,10,8
24,0.212279498918077,3.93493622350901,-0.484025073678994,0.0524353409281383,0.602430555555556,TRUE,NA,0.0265112854281833,0.00707704462561842,0.921246227089403,0.941970445843637,204.904091734062,337.985540801255,0,0,16,"very_dense",130,13,10,8
25,0.225589382313678,2.83568899248866,-0.351447368235544,0.0850773832250973,0.572916666666667,TRUE,NA,0.0275832032672281,0.0158162580462996,0.923907811241686,0.97133903182641,283.21720337951,865.816882598689,0,0,16,"very_dense",130,13,10,8
26,0.251182676308692,4.29622016320661,-0.186157361664026,0.0395609852230947,0.576388888888889,TRUE,NA,0.0532504315978831,0.0474633210660817,0.924779786395382,0.97133903182641,225.296968731092,865.816882598689,0,0,16,"very_dense",130,13,10,8
27,0.229898247804458,3.34334179615139,-0.328073243211397,-0.0459152405116438,0.559027777777778,TRUE,NA,0.0776269214866508,0.09190827782918,0.92111322373287,0.94446417486922,205.919942557851,298.482035200009,0,0,16,"very_dense",130,13,10,8
28,0.225702598206985,4.93932963743126,-0.381745108668426,0.0300332112703137,0.588541666666667,TRUE,NA,0.0181745566313041,0.0151230575286508,0.928712786861275,0.967045001024824,274.220196956208,1229.24748809809,0,0,16,"very_dense",130,13,10,8
29,0.279868817509562,3.39385623476322,-0.0881480044715147,0.0175560111163183,0.585069444444444,TRUE,NA,0.0318880927589303,0.0139043162725656,0.92617012995884,0.967045001024824,264.917299573609,1229.24748809809,0,0,16,"very_dense",130,13,10,8
30,0.210263142419626,3.3530832658035,-0.262746427703345,0.092537791291958,0.579861111111111,TRUE,NA,0.031423188910438,0.0282055786498947,0.925741326864386,0.97133903182641,311.918700401541,865.816882598689,0,0,16,"very_dense",130,13,10,8
