"rep","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","mean_margin","median_margin","mean_rho","max_rho","mean_kappa","max_kappa","method_global_ls","method_lss1","method_oasis_voxel","density","n_atoms","n_lags","n_widths","sbhm_rank"
21,0.26819211418052,4.0256698825667,-0.0888812498208031,0.115784071389967,0.572916666666667,TRUE,NA,0.168610266008192,0.127452329161287,0.943663687930349,0.959529438311254,181.68706670443,346.199621970784,0,0,16,"coarse",6,3,2,6
22,0.244356935753062,3.41430829058883,-0.240748488927241,0.0573354989006112,0.559027777777778,TRUE,NA,0.190916564679688,0.122250133962044,0.942141904599717,0.959529438311254,207.004570604792,346.199621970784,0,0,16,"coarse",6,3,2,6
23,0.257204144585635,3.52045960979311,-0.150686322452917,0.0100126649925605,0.586805555555556,TRUE,NA,0.154341657737626,0.0985451201025132,0.945707242965464,0.959529438311254,180.422888608316,346.199621970784,0,0,16,"coarse",6,3,2,6
24,0.252505990628019,3.9469323512745,-0.108402760037514,-0.0263485271028101,0.586805555555556,TRUE,NA,0.0818968279916991,0.0529495617389028,0.947341020725962,0.959529438311254,165.85231768262,346.199621970784,0,0,16,"coarse",6,3,2,6
25,0.231825072013665,3.32450198654045,-0.292109772577275,0.013251230338194,0.555555555555556,TRUE,NA,0.163038090238691,0.121384213712176,0.94555582024435,0.959529438311254,173.377959472017,346.199621970784,0,0,16,"coarse",6,3,2,6
26,0.324029309869587,3.63360188482752,0.00594536982038076,-0.0129457888922183,0.581597222222222,TRUE,NA,0.167350574260994,0.115736209971774,0.942165574083857,0.959529438311254,197.872448526578,346.199621970784,0,0,16,"coarse",6,3,2,6
27,0.248654673163703,4.71371090919484,-0.19260744899755,-0.100701171722236,0.552083333333333,TRUE,NA,0.149379574707771,0.0962886455798648,0.941082544695439,0.959529438311254,203.263835941334,346.199621970784,0,0,16,"coarse",6,3,2,6
28,0.289495791940664,3.60601242046453,-0.0640218131569682,0.0841453470082419,0.607638888888889,TRUE,NA,0.15781803563535,0.13610050295083,0.947655114225159,0.959529438311254,171.58239474943,346.199621970784,0,0,16,"coarse",6,3,2,6
29,0.310940330486072,4.49061700589421,0.19786310490505,-0.0782515485827751,0.616319444444444,TRUE,NA,0.132071288476295,0.0729254867369564,0.946247022192512,0.959529438311254,153.558280053575,346.199621970784,0,0,16,"coarse",6,3,2,6
30,0.247464289590273,3.76937734513735,-0.00839209067511704,0.145895649142251,0.590277777777778,TRUE,NA,0.188997356365605,0.155378510119089,0.944083617638019,0.959529438311254,197.568864748971,346.199621970784,0,0,16,"coarse",6,3,2,6
