"rep","method","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","scenario","regime","global_hrf","hetero","oasis_variant"
1,"st_default",0.331671214649914,1.17969834111867,-0.910752676061025,0.00972500449417517,0.627314814814815,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
1,"fmrilss_lss",0.371351124477747,3.57023603472168,0.185833667192139,-0.142453236559155,0.62037037037037,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
1,"fmrilss_sbhm",0.321519554848785,5.01124969050189,0.356887545481406,-0.147247296038542,0.625,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
1,"fmrilss_oasis_best",0.200722249614494,3.78737156609446,-0.353301933425985,-0.0710998698366792,0.56712962962963,TRUE,NA,"hard__mismatch__high","hard","mismatch","high","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.254753141591471,1.18334210838414,-0.950502805632485,0.00349530305487971,0.590277777777778,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
1,"fmrilss_lss",0.248165094623177,4.50212080161399,0.00966504542063716,-0.0737521792723183,0.590277777777778,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
1,"fmrilss_sbhm",0.259389685352842,6.57200335849503,0.0300692640513155,0.0423385619666211,0.550925925925926,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
1,"fmrilss_oasis_best",0.00116940844074656,4.62025074687449,-0.959169903344781,-0.0434106382153169,0.525462962962963,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate","fmrilss_oasis[absolute|x=0.05|b=0.02]"
1,"st_default",0.145724541095307,1.03046225806098,-0.999719070508184,1.21590834790722e-05,0.037037037037037,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
1,"fmrilss_lss",0.189571463209591,2.86161891122736,-0.4147510177598,0.0446405892260194,0.541666666666667,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
1,"fmrilss_sbhm",0.199333995681359,4.55572261424077,-0.146242037559993,0.0249664797578493,0.576388888888889,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
1,"fmrilss_oasis_best",0.12657032139355,3.3495536797136,-0.622287015819801,0.0557696921810054,0.5,TRUE,NA,"hard__mismatch__none","hard","mismatch","none","fmrilss_oasis[absolute|x=0.05|b=0.05]"
1,"st_default",0.292164352091899,1.08152741142311,-0.966900600597027,0.0081410036494616,0.597222222222222,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
1,"fmrilss_lss",0.301810539418465,3.54244888372352,0.10246478102426,0.10146971487273,0.599537037037037,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
1,"fmrilss_sbhm",0.153861947608104,6.49871863056347,-0.306125473525893,-0.0669461726109088,0.543981481481482,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
1,"fmrilss_oasis_best",0.225246440701255,3.7370427867563,-0.161966374988802,0.0516178203592231,0.548611111111111,TRUE,NA,"hard__nominal__high","hard","nominal","high","fmrilss_oasis[absolute|x=0.05|b=0.02]"
1,"st_default",0.30756651632339,1.09420380577316,-0.931980782896409,0.0369779639165742,0.597222222222222,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
1,"fmrilss_lss",0.286265771590177,4.49615832310168,0.177467073853563,-0.0368131139872104,0.601851851851852,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
1,"fmrilss_sbhm",0.177761729218164,6.35039791933523,-0.232789363533264,0.0352947295050546,0.576388888888889,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
1,"fmrilss_oasis_best",0.143447260144296,4.35884874179041,-0.466833354087928,0.0151764525037343,0.548611111111111,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate","fmrilss_oasis[absolute|x=0.05|b=0.05]"
1,"st_default",0.361572798604472,1.18373677506432,-0.901717920581987,-0.109215967033902,0.627314814814815,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
1,"fmrilss_lss",0.303562302726027,3.39478789786616,-0.15208233659202,-0.0137698106225448,0.622685185185185,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
1,"fmrilss_sbhm",0.239437437969625,4.67910021225646,-0.195431201526818,-0.0329715839084446,0.604166666666667,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
1,"fmrilss_oasis_best",0.120949892358895,3.80525239841658,-0.607537665569876,-0.0960892761005163,0.518518518518518,TRUE,NA,"hard__nominal__none","hard","nominal","none","fmrilss_oasis[absolute|x=0.05|b=0.05]"
1,"st_default",0.252016725072254,1.11634259555759,-0.96491444052572,0.00270312549220242,0.606481481481482,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
1,"fmrilss_lss",0.2686339814367,3.33162727710369,-0.16653092240537,0.138715510171117,0.583333333333333,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
1,"fmrilss_sbhm",0.202187527042718,4.70470835662665,-0.434439233134487,-0.0344151841355519,0.548611111111111,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
1,"fmrilss_oasis_best",0.231124660834473,3.21013159652436,-0.278875403845744,0.0876953439841619,0.560185185185185,TRUE,NA,"medium__mismatch__high","medium","mismatch","high","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.35623617954066,1.05523643165379,-0.902507528556604,-0.0148807485991196,0.634259259259259,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
1,"fmrilss_lss",0.346099941479189,2.55334922048007,-0.149450317788808,-0.0335849089059495,0.650462962962963,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
1,"fmrilss_sbhm",0.246364268831069,4.10577668535938,-0.303391778499649,-0.0967085591845256,0.599537037037037,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
1,"fmrilss_oasis_best",0.284633569205516,2.84669281723994,-0.243335780648083,-0.0668728497452924,0.622685185185185,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.262252407159271,1.01987380599849,-0.933860346177955,-0.00356407692161556,0.606481481481482,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
1,"fmrilss_lss",0.284503658321448,3.46169255879145,-0.0745631794383351,0.010819219989593,0.604166666666667,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
1,"fmrilss_sbhm",0.228278223052993,4.24408286835965,-0.153370594050591,-0.00151272422981901,0.592592592592593,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
1,"fmrilss_oasis_best",0.171909513842682,3.32273588259021,-0.447383569594807,0.0246574587347579,0.569444444444444,TRUE,NA,"medium__mismatch__none","medium","mismatch","none","fmrilss_oasis[fractional|x=0.05|b=0.05]"
1,"st_default",0.346939177897203,1.08190665976797,-0.95996774586063,0.00857615755873815,0.618055555555556,TRUE,NA,"medium__nominal__high","medium","nominal","high",NA
1,"fmrilss_lss",0.338234538035688,3.01171723416475,-0.0248978431885732,0.0440893666433264,0.613425925925926,TRUE,NA,"medium__nominal__high","medium","nominal","high",NA
1,"fmrilss_sbhm",0.207983934576089,5.57517190182093,-0.420419576231605,0.135052994337398,0.576388888888889,TRUE,NA,"medium__nominal__high","medium","nominal","high",NA
1,"fmrilss_oasis_best",0.133087732037711,3.02602599590642,-0.646629806998824,0.064743802167116,0.571759259259259,TRUE,NA,"medium__nominal__high","medium","nominal","high","fmrilss_oasis[absolute|x=0.05|b=0.02]"
1,"st_default",0.274459276060223,0.946684081275216,-0.967716738330692,-0.00256143670297753,0.594907407407407,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate",NA
1,"fmrilss_lss",0.271894981756116,2.38290506588871,-0.310685883138464,-0.0271420693220519,0.590277777777778,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate",NA
1,"fmrilss_sbhm",0.187753280083802,4.14176272340865,-0.50201939644219,0.0305170228557905,0.583333333333333,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate",NA
1,"fmrilss_oasis_best",0.192325195823779,2.45596698827752,-0.517455815544703,-0.0150144173352102,0.548611111111111,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate","fmrilss_oasis[absolute|x=0.05|b=0.05]"
1,"st_default",0.369846856479551,1.07206953731314,-0.93122894114204,-0.040082551583437,0.615740740740741,TRUE,NA,"medium__nominal__none","medium","nominal","none",NA
1,"fmrilss_lss",0.348102445918108,3.18669361406927,0.00295600101171873,0.0385670448661295,0.613425925925926,TRUE,NA,"medium__nominal__none","medium","nominal","none",NA
1,"fmrilss_sbhm",0.23712692141496,3.74009688065259,-0.157548823373928,-0.0714936778619226,0.564814814814815,TRUE,NA,"medium__nominal__none","medium","nominal","none",NA
1,"fmrilss_oasis_best",0.305584892011621,3.00717599886884,-0.149241350078208,0.00460712522402455,0.56712962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none","fmrilss_oasis[absolute|x=0.05|b=0.05]"
2,"st_default",0.295247530012209,1.13692101384784,-0.963868115447923,0.0323896625491961,0.581018518518518,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
2,"fmrilss_lss",0.246562894311432,3.43367737022818,-0.147994308140907,0.10723535212581,0.56712962962963,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
2,"fmrilss_sbhm",0.170994502783855,5.32128746895995,-0.225507591843693,0.172438812900029,0.55787037037037,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
2,"fmrilss_oasis_best",0.117335339504322,3.75517325760995,-0.605582752378276,0.131761568379359,0.532407407407407,TRUE,NA,"hard__mismatch__high","hard","mismatch","high","fmrilss_oasis[fractional|x=0.05|b=0.05]"
2,"st_default",0.350580389065942,1.17943318141446,-0.914062769294063,0.0116800258013821,0.627314814814815,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
2,"fmrilss_lss",0.373893023757487,3.38090528600064,0.110094544962781,-0.126938060990011,0.622685185185185,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
2,"fmrilss_sbhm",0.371945606398469,3.4913876681405,0.192416480008568,-0.147472736826442,0.636574074074074,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
2,"fmrilss_oasis_best",0.22201458168355,3.64682568443456,-0.353923237725482,-0.0435759068093044,0.546296296296296,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate","fmrilss_oasis[absolute|x=0.05|b=0.05]"
2,"st_default",0.260279347517627,1.18686744700479,-0.956994509376649,0.00224403680830353,0.597222222222222,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
2,"fmrilss_lss",0.258517868087762,4.43022028579312,0.0140421575936711,-0.0576946389710131,0.583333333333333,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
2,"fmrilss_sbhm",0.243442522884807,7.45151822649273,-0.0571452712779103,0.0219870794726481,0.532407407407407,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
2,"fmrilss_oasis_best",0.00650636575648383,4.48874631120238,-0.942882587483173,0.00204036638791845,0.532407407407407,TRUE,NA,"hard__mismatch__none","hard","mismatch","none","fmrilss_oasis[absolute|x=0.05|b=0.02]"
2,"st_default",0.216023564751664,1.00629882676797,-0.921379786933449,0.0224608542568879,0.543981481481482,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
2,"fmrilss_lss",0.203545866916105,3.06110701835592,-0.329242768437363,0.0423634238428666,0.541666666666667,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
2,"fmrilss_sbhm",0.17654813608874,4.74628996663502,-0.152843210332299,-0.0308483031831524,0.527777777777778,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
2,"fmrilss_oasis_best",0.0924743911838717,3.63159416449437,-0.656837583895749,0.052416475924557,0.488425925925926,TRUE,NA,"hard__nominal__high","hard","nominal","high","fmrilss_oasis[absolute|x=0.05|b=0.02]"
2,"st_default",0.30938685957691,1.08064488315892,-0.965958292511321,0.00723207687306265,0.583333333333333,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
2,"fmrilss_lss",0.305842975749476,3.59634898615971,0.131026374298864,0.0616010911413976,0.592592592592593,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
2,"fmrilss_sbhm",0.199336989310565,10.8051266803001,-0.191815047359512,0.0319417152119335,0.56712962962963,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
2,"fmrilss_oasis_best",0.239438352837671,3.73659272928156,-0.0860322004995704,-0.000753750296976122,0.548611111111111,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate","fmrilss_oasis[absolute|x=0.05|b=0.05]"
2,"st_default",0.329062397295537,1.08755470516992,-0.926158537509738,0.0320896334009091,0.592592592592593,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
2,"fmrilss_lss",0.298975703743228,4.44986828801328,0.231830515862359,-0.0469892136673369,0.604166666666667,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
2,"fmrilss_sbhm",0.20710601477261,6.82696455855144,0.17220961395586,-0.0550455077928963,0.581018518518518,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
2,"fmrilss_oasis_best",0.150266180554806,4.5346021831565,-0.41375552088647,-0.0133626451962129,0.543981481481482,TRUE,NA,"hard__nominal__none","hard","nominal","none","fmrilss_oasis[absolute|x=0.05|b=0.05]"
2,"st_default",0.270825891230969,1.04909466742969,-0.8858331647023,-0.152932947140991,0.592592592592593,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
2,"fmrilss_lss",0.246441681950158,2.83583543660735,-0.370134046432836,-0.0815725216115596,0.583333333333333,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
2,"fmrilss_sbhm",0.199486110211642,4.85573423213218,-0.1897295378861,-0.225376454085916,0.583333333333333,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
2,"fmrilss_oasis_best",0.0635030417118425,2.99125673752498,-0.789004858989924,-0.167944637216962,0.516203703703704,TRUE,NA,"medium__mismatch__high","medium","mismatch","high","fmrilss_oasis[absolute|x=0.05|b=0.05]"
2,"st_default",0.31285207851675,1.10152812882318,-0.944529109044624,0.00227807792676406,0.615740740740741,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
2,"fmrilss_lss",0.316721461422237,2.85577934284028,-0.188748259368848,-0.0216095813756906,0.615740740740741,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
2,"fmrilss_sbhm",0.215553134038205,5.96347701329687,-0.336855245039187,0.286512751646379,0.564814814814815,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
2,"fmrilss_oasis_best",0.221314412241667,3.19745183030408,-0.369182829140925,-0.0167583235026164,0.560185185185185,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate","fmrilss_oasis[fractional|x=0.05|b=0.05]"
2,"st_default",0.296418016691853,1.10029491765031,-0.848724320622992,-0.0173666700404575,0.597222222222222,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
2,"fmrilss_lss",0.320444002689362,3.79979783662558,0.132911654781011,-0.0146252646683123,0.608796296296296,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
2,"fmrilss_sbhm",0.221506498408781,4.31984459486583,-0.0308605782083328,-0.123991146708599,0.537037037037037,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
2,"fmrilss_oasis_best",0.168739825529397,3.61323040698462,-0.4665713437167,-0.0291730762248883,0.555555555555556,TRUE,NA,"medium__mismatch__none","medium","mismatch","none","fmrilss_oasis[absolute|x=0.05|b=0.02]"
2,"st_default",0.347121598238845,1.01013177588757,-0.932977080967271,-0.00390958048421755,0.659722222222222,TRUE,NA,"medium__nominal__high","medium","nominal","high",NA
2,"fmrilss_lss",0.331128366683213,2.80995373461014,-0.0634859288120176,-0.0263892213550299,0.664351851851852,TRUE,NA,"medium__nominal__high","medium","nominal","high",NA
2,"fmrilss_sbhm",0.195229207437122,5.03544643784837,-0.233792375033465,0.0985797637756886,0.592592592592593,TRUE,NA,"medium__nominal__high","medium","nominal","high",NA
2,"fmrilss_oasis_best",0.239787700655768,2.70169875807547,-0.35945226992676,-0.0313257400168399,0.574074074074074,TRUE,NA,"medium__nominal__high","medium","nominal","high","fmrilss_oasis[fractional|x=0.05|b=0.05]"
2,"st_default",0.313526236597002,1.08601735978393,-0.965411459196518,0.00692276033960328,0.585648148148148,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate",NA
2,"fmrilss_lss",0.314755806416923,2.98793872526892,-0.119375656938182,-0.0263275215346155,0.576388888888889,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate",NA
2,"fmrilss_sbhm",0.185979361767432,5.44642067160863,-0.467539845857214,0.107562941624893,0.587962962962963,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate",NA
2,"fmrilss_oasis_best",0.146343706697421,2.80889288222275,-0.628272158564702,0.0100097579878074,0.569444444444444,TRUE,NA,"medium__nominal__moderate","medium","nominal","moderate","fmrilss_oasis[absolute|x=0.05|b=0.05]"
2,"st_default",0.294485666240686,0.949179870283714,-0.97261921669855,-0.000802839447990435,0.585648148148148,TRUE,NA,"medium__nominal__none","medium","nominal","none",NA
2,"fmrilss_lss",0.270850854482522,2.62398518578084,-0.174765686787878,0.0503367143873719,0.571759259259259,TRUE,NA,"medium__nominal__none","medium","nominal","none",NA
2,"fmrilss_sbhm",0.145256163594206,4.80094790165227,-0.511057623552058,0.107075555597379,0.548611111111111,TRUE,NA,"medium__nominal__none","medium","nominal","none",NA
2,"fmrilss_oasis_best",0.215762106216276,2.93293227958529,-0.287616964021117,0.000536976794768122,0.587962962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none","fmrilss_oasis[fractional|x=0.05|b=0.05]"
3,"st_default",0.282809502348395,1.33587730649261,-0.935952539599888,-0.00907276572454163,0.585648148148148,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
3,"fmrilss_lss",0.266239047611838,4.24665703562507,-0.124525096022481,-0.055926884657767,0.555555555555556,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
3,"fmrilss_sbhm",0.23685048770804,5.15894986424833,-0.167030757241457,0.0259246774085873,0.553240740740741,TRUE,NA,"hard__mismatch__high","hard","mismatch","high",NA
3,"fmrilss_oasis_best",0.0820928417699032,5.16822401443628,-0.645327848783249,0.0129298892703513,0.513888888888889,TRUE,NA,"hard__mismatch__high","hard","mismatch","high","fmrilss_oasis[fractional|x=0.05|b=0.05]"
3,"st_default",0.289276843114125,1.1376860982182,-0.964655489227708,0.0341449032978069,0.576388888888889,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
3,"fmrilss_lss",0.244955153362054,3.3287938394866,-0.195682926645046,0.0703822164830038,0.5625,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
3,"fmrilss_sbhm",0.197980062267395,5.50701227451527,-0.0272852021312294,0.110765717870999,0.55787037037037,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate",NA
3,"fmrilss_oasis_best",0.111663554504296,3.61980845452435,-0.631933371661788,0.123633452077295,0.525462962962963,TRUE,NA,"hard__mismatch__moderate","hard","mismatch","moderate","fmrilss_oasis[fractional|x=0.05|b=0.05]"
3,"st_default",0.310808557594038,1.1922104597015,-0.925831396742213,0.0100517743234157,0.622685185185185,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
3,"fmrilss_lss",0.360003977740567,3.59234893962821,0.119970414404115,-0.0729857383722409,0.618055555555556,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
3,"fmrilss_sbhm",0.370808569610661,3.84065889178713,0.298835603937307,-0.102835090059166,0.631944444444444,TRUE,NA,"hard__mismatch__none","hard","mismatch","none",NA
3,"fmrilss_oasis_best",0.214699668944235,3.84978528832902,-0.312351024553303,-0.0242916831153798,0.548611111111111,TRUE,NA,"hard__mismatch__none","hard","mismatch","none","fmrilss_oasis[fractional|x=0.05|b=0.05]"
3,"st_default",0.332701334519047,1.16251428486857,-0.929912501631304,-0.00213942157134092,0.601851851851852,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
3,"fmrilss_lss",0.303546864560445,4.44004931012509,0.236958097575301,-0.0958254958345441,0.576388888888889,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
3,"fmrilss_sbhm",0.229384038063096,5.71438623877119,-0.114743883282712,-0.0510300088618972,0.548611111111111,TRUE,NA,"hard__nominal__high","hard","nominal","high",NA
3,"fmrilss_oasis_best",0.112220999395799,4.43155227193082,-0.535185602716526,-0.0335623454516567,0.546296296296296,TRUE,NA,"hard__nominal__high","hard","nominal","high","fmrilss_oasis[absolute|x=0.05|b=0.05]"
3,"st_default",0.158418044843219,1.03066356927877,-0.999932202910884,6.23568184783101e-06,0.0185185185185185,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
3,"fmrilss_lss",0.225404764142527,2.9978667737111,-0.258850505047767,0.0724229621948079,0.555555555555556,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
3,"fmrilss_sbhm",0.146593548704718,3.85513386008705,-0.417083629868945,0.0384519786293754,0.546296296296296,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate",NA
3,"fmrilss_oasis_best",0.128323179888128,3.56819498475724,-0.479765524726513,0.0579222012090402,0.486111111111111,TRUE,NA,"hard__nominal__moderate","hard","nominal","moderate","fmrilss_oasis[absolute|x=0.05|b=0.02]"
3,"st_default",0.346535859724226,1.07617999908983,-0.961627477576244,0.0050442128328358,0.606481481481482,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
3,"fmrilss_lss",0.34141409052736,3.47811980451048,0.211005455462227,0.0480173421160633,0.594907407407407,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
3,"fmrilss_sbhm",0.151994761612057,9.77200211138308,-0.639851100902889,-0.0286000494867868,0.560185185185185,TRUE,NA,"hard__nominal__none","hard","nominal","none",NA
3,"fmrilss_oasis_best",0.282048623736828,3.63638064240551,0.0367119394456773,-0.0105514452369846,0.576388888888889,TRUE,NA,"hard__nominal__none","hard","nominal","none","fmrilss_oasis[absolute|x=0.05|b=0.02]"
3,"st_default",0.217954687217552,0.967170804885753,-0.930129607247095,0.0511094197714476,0.578703703703704,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
3,"fmrilss_lss",0.240468277899893,3.35078808609221,-0.113575659798922,0.0150526604858736,0.583333333333333,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
3,"fmrilss_sbhm",0.211689345705642,4.15888020504006,-0.168828537842958,0.0490956497034055,0.578703703703704,TRUE,NA,"medium__mismatch__high","medium","mismatch","high",NA
3,"fmrilss_oasis_best",0.104195326206649,3.09777508221042,-0.626007579343723,0.0609807395846968,0.520833333333333,TRUE,NA,"medium__mismatch__high","medium","mismatch","high","fmrilss_oasis[fractional|x=0.05|b=0.05]"
3,"st_default",0.296899833959269,1.03951757632003,-0.860192832925658,-0.128413994720719,0.636574074074074,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
3,"fmrilss_lss",0.308706053010667,2.25489283121566,-0.325900459815816,-0.0852568609277915,0.631944444444444,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
3,"fmrilss_sbhm",0.268265369098444,3.3508194334672,-0.325692033370085,-0.0717518680960689,0.62037037037037,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate",NA
3,"fmrilss_oasis_best",0.209940565724091,2.89537678531027,-0.468040219706621,-0.0893846083411105,0.608796296296296,TRUE,NA,"medium__mismatch__moderate","medium","mismatch","moderate","fmrilss_oasis[absolute|x=0.05|b=0.02]"
3,"st_default",0.28316509264686,1.11591438716907,-0.966928436460524,0.00746801660658752,0.601851851851852,TRUE,NA,"medium__mismatch__none","medium","mismatch","none",NA
