"scenario","method_a","method_b","n","delta_cor_mean","delta_cor_ci_lo","delta_cor_ci_hi","delta_rmse_mean","delta_rmse_ci_lo","delta_rmse_ci_hi","delta_sign_acc_mean","delta_sign_acc_ci_lo","delta_sign_acc_ci_hi","delta_abs_slope_bias_mean","delta_abs_slope_bias_ci_lo","delta_abs_slope_bias_ci_hi","delta_abs_intercept_bias_mean","delta_abs_intercept_bias_ci_lo","delta_abs_intercept_bias_ci_hi","hrf_regime","ar_regime","isi_regime","amp_regime","cell","comparison"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_lss",2,-0.00434641685959633,-0.0112333811097552,0.00254054739056253,-1.59667211593401,-1.7942877258499,-1.39905650601811,0.0208333333333333,0.0138888888888888,0.0277777777777778,0.896455182723897,0.85020555834172,0.942704807106073,-0.0533066251453855,-0.0564535237095708,-0.0501597265812003,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_lss"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_lss",2,0.0193956773507695,0.010694717305218,0.0280966373963211,-1.09077307073545,-1.09440644580768,-1.08713969566323,0.0138888888888889,0.00694444444444442,0.0208333333333334,0.555067946923925,0.501027295182721,0.60910859866513,-0.0369985089450289,-0.105047418541862,0.0310504006518037,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_lss"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_lss",2,0.0240261094519231,0.011665999480694,0.0363862194231523,-2.14175564215452,-2.34344582134502,-1.94006546296401,-0.00231481481481477,-0.0208333333333333,0.0162037037037037,0.72658834624729,0.593822362680017,0.859354329814564,-0.0912099437093214,-0.131870664196679,-0.0505492232219638,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_lss"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_lss",2,0.00522704280783085,0.00143694889236073,0.00901713672330096,-2.44266114254956,-2.6621876338893,-2.22313465120982,0.0196759259259259,0.0138888888888888,0.0254629629629629,0.75587657838553,0.751150101275017,0.760603055496044,-0.0994373955687701,-0.102927868391065,-0.0959469227464755,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_lss"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_lss",2,-0.0348473478025848,-0.0499822769622477,-0.0197124186429219,-1.23804142024751,-1.3716929410535,-1.10438989944153,-0.0196759259259259,-0.0277777777777778,-0.0115740740740741,0.521932612750421,0.459179574643522,0.584685650857321,-0.0283885088372263,-0.0389093891289802,-0.0178676285454725,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_lss"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_lss",2,-0.0311748422665696,-0.033866353075102,-0.0284833314580371,-2.43022095374075,-2.79989459242516,-2.06054731505635,0.0173611111111111,0.00694444444444442,0.0277777777777778,0.650563344648969,0.587276833143437,0.713849856154501,-0.0240367565313555,-0.0406105045312188,-0.0074630085314923,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_lss"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_lss",2,-0.00188746922205094,-0.00302189596664321,-0.000753042477458665,-2.21306483046008,-2.28367437747242,-2.14245528344774,-0.0300925925925926,-0.0347222222222223,-0.0254629629629629,0.824627698299007,0.681726914185566,0.967528482412448,-0.151190127224524,-0.185161384046838,-0.117218870402209,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_lss"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_lss",2,-0.00380750591331905,-0.0206734039145481,0.01305839208791,-1.96899421436886,-2.0799824034051,-1.85800602533262,-0.0300925925925926,-0.0532407407407407,-0.00694444444444442,0.758546777413764,0.703394776196615,0.813698778630912,-0.0428289021676427,-0.0616964097567045,-0.0239613945785809,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_lss"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",2,0.144252710985584,0.076462986467834,0.212042435503334,-2.0488177338004,-2.13263312864471,-1.9650023389561,0.0254629629629629,-0.0092592592592593,0.0601851851851851,0.598026306032697,0.368698872554118,0.827353739511276,-0.00686251780457683,-0.019548465629826,0.00582343002067229,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_oasis_best"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",2,0.0159650613811348,0.0158220270331831,0.0161080957290864,-1.35411785688495,-1.3748827866,-1.33335292716989,0.00578703703703703,-0.00694444444444442,0.0185185185185185,0.786589545491764,0.769703304505185,0.803475786478342,0.00173987122172848,-0.00851860798469194,0.0119983504281489,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_oasis_best"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",2,0.0629662189193452,0.0307232841367092,0.0952091537019812,-1.00259567317284,-1.02264700147602,-0.982544344869668,0.00115740740740738,-0.00462962962962965,0.00694444444444442,0.733303505171319,0.630095390155794,0.836511620186844,-0.0904468558890005,-0.125332030784089,-0.0555616809939123,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_oasis_best"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",2,0.131502682165595,0.117951677642472,0.145053686688717,-2.69391686022826,-2.76797096757501,-2.61986275288152,0.0810185185185185,0.0671296296296297,0.0949074074074073,0.562760687777409,0.417632268110012,0.707889107444806,-0.00261530669237036,-0.0122083152892175,0.0069777019044768,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_oasis_best"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",2,0.221507276649857,0.166158478120254,0.27685607517946,-1.82564311047622,-1.87711049153421,-1.77417572941823,0.03125,0.0231481481481481,0.0393518518518519,0.448783637359696,0.406298801448638,0.491268473270753,-0.0806028281858218,-0.15317166612247,-0.00803399024917405,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_oasis_best"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",2,0.0237495849562211,0.0135241348472899,0.0339750350651523,-1.2784862127911,-1.38987380621468,-1.16709861936751,0.0231481481481481,0.0185185185185185,0.0277777777777778,0.685126887609469,0.645759158628459,0.72449461659048,-0.0255094906611579,-0.0542940500750403,0.0032750687527246,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_oasis_best"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",2,0.138414004223522,0.0957902011656344,0.18103780728141,-2.94046021783947,-3.03850688206815,-2.84241355361079,0.0300925925925926,0.00462962962962965,0.0555555555555556,0.574470812047701,0.512615073162344,0.636326550933058,-0.000376139395079459,-0.0109405865672223,0.0101883077770634,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_oasis_best"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",2,0.0960215555358724,0.05832876979064,0.133714341281105,-2.17085894986478,-2.2441428757242,-2.09757502400536,0.0324074074074074,0.0115740740740741,0.0532407407407408,0.680543367990744,0.600013110304089,0.761073625677398,-0.0469506882044547,-0.0594446031158634,-0.034456773293046,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_oasis_best"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",2,0.0492235563383509,0.0377879182170187,0.0606591944596832,-1.52313398783812,-1.60441218601817,-1.44185578965807,0.0115740740740741,-0.0138888888888888,0.0370370370370371,0.462606186109744,0.419307400978815,0.505904971240672,-0.00830187253268135,-0.0221793400011862,0.00557559493582354,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_oasis_best"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",2,0.151791825500088,0.147103997949923,0.156479653050252,-2.08401311230525,-2.10611110332512,-2.06191512128537,0.0578703703703704,0.0532407407407407,0.0625000000000001,0.276981579276954,0.254502921523972,0.299460237029937,-0.00958219444030112,-0.0100611670859207,-0.00910322179468155,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_oasis_best"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",2,0.111827743014058,0.0812583508717047,0.142397135156412,-1.79099357963622,-1.9436738250787,-1.63831333419373,0.0532407407407408,0.0347222222222222,0.0717592592592593,0.614421793847329,0.612594546593851,0.616249041100806,-0.0448387047311171,-0.0610299457112188,-0.0286474637510154,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_oasis_best"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",2,0.0180963386629226,0.00974174247933957,0.0264509348465056,-0.974934630610833,-0.979491513934226,-0.97037774728744,0.0150462962962963,0.0092592592592593,0.0208333333333334,0.564266006321707,0.462744569548956,0.665787443094459,-0.0329581101406706,-0.0945030680660305,0.0285868477846892,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_oasis_best"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",2,0.0954057512178723,0.0763079502529798,0.114503552182765,-2.5874611526222,-2.65394244425549,-2.52097986098891,0.0162037037037038,1.11022302462516e-16,0.0324074074074074,0.549688311792742,0.541571593663321,0.557805029922162,-0.0599964963938703,-0.0929010527951105,-0.02709193999263,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_oasis_best"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",2,0.0815177190305749,0.0737632255779637,0.089272212483186,-2.04536175019414,-2.26979643586117,-1.82092706452712,0.0312499999999999,0.0185185185185185,0.0439814814814814,0.479927818587971,0.440896117044066,0.518959520131876,0.00553937647440166,-0.0153997330001227,0.0264784859489261,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_oasis_best"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",2,-0.0348944429832651,-0.0499736816810443,-0.0198152042854858,-1.2129491341266,-1.34578473470442,-1.08011353354877,-0.0196759259259259,-0.0277777777777778,-0.0115740740740741,0.514100251876616,0.451601898288933,0.576598605464299,-0.0287498591837946,-0.0402567048731958,-0.0172430134943934,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_oasis_best"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",2,0.0993768752587723,0.0110846938595103,0.187669056658034,-2.81715465357571,-3.05456181088066,-2.57974749627075,0.037037037037037,0.0324074074074073,0.0416666666666666,0.310773417345041,0.0130764985333948,0.608470336156687,-0.0539476452862571,-0.0556099822100411,-0.0522853083624731,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_oasis_best"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",2,0.115849893730705,0.0868722582761225,0.144827529185288,-2.20136545553096,-2.34425421879677,-2.05847669226515,0.0324074074074074,0.025462962962963,0.0393518518518519,0.395995781548531,0.194376817227651,0.59761474586941,-0.0498136913030349,-0.0807923893779776,-0.0188349932280923,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_oasis_best"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",2,0.120775121261435,0.120052317966588,0.121497924556282,-1.80855058782215,-1.83815684341807,-1.77894433222624,0.0231481481481482,-0.00231481481481477,0.0486111111111112,0.377000243949234,0.309296368303969,0.444704119594499,-0.0281451224742039,-0.0416030568002177,-0.0146871881481902,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_oasis_best"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",2,0.179739475378551,0.15814536443003,0.201333586327071,-1.48578254296908,-1.68868655871517,-1.28287852722299,0.0300925925925926,0.0208333333333333,0.0393518518518519,0.393162439704717,0.371968638885464,0.414356240523971,-0.0218307065090366,-0.0218978695884468,-0.0217635434296263,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_sbhm"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",2,0.180534543115266,0.105791497395953,0.255277588834578,-1.92244848252322,-2.27089386112457,-1.57400310392186,0.0393518518518518,0.0254629629629629,0.0532407407407407,0.454298694685823,0.201389642481957,0.707207746889689,-0.00733305601523344,-0.0228978216333518,0.00823170960288488,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_sbhm"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",2,0.26935037323064,0.195320300066691,0.34338044639459,-2.16574014500654,-2.67431914795223,-1.65716114206084,0.0717592592592592,0.0532407407407407,0.0902777777777778,0.432853843069138,0.404049594397606,0.461658091740671,-0.109888946616788,-0.187199401959736,-0.0325784912738399,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_sbhm"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",2,0.164968148907951,0.122472328816172,0.207463968999729,-2.14023130663063,-2.22914870228976,-2.0513139109715,0.0787037037037037,0.0462962962962963,0.111111111111111,0.451225180495571,0.30460163072339,0.597848730267751,-0.0369726755119064,-0.0427754080666329,-0.0311699429571799,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_sbhm"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",2,0.173457517521463,0.157174064574689,0.189740970468238,-1.57838948144092,-1.61422520011229,-1.54255376276956,0.0162037037037037,-0.00231481481481488,0.0347222222222222,0.542030596218945,0.503645611593619,0.580415580844271,-0.0706818564729273,-0.140485484544668,-0.000878228401186402,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_sbhm"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",2,0.153054208074806,0.123714759330266,0.182393656819345,-1.34534594400752,-1.61343015294122,-1.07726173507383,0.0393518518518519,0.0208333333333334,0.0578703703703703,0.401220528982441,0.236235771396594,0.566205286568289,0.00130705132602203,-0.0160097118148641,0.0186238144669082,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_sbhm"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",2,0.170850311585025,0.124610070959967,0.217090552210083,-2.43964183985972,-2.5416449644888,-2.33763871523065,0.0659722222222222,0.0509259259259259,0.0810185185185185,0.449187846026128,0.125628108852123,0.772747583200133,-0.0505959263016465,-0.050981331886618,-0.0502105207166751,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_sbhm"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",2,0.211438979495733,0.209578627512334,0.213299331479132,-1.99665505441489,-2.03554019612709,-1.95776991270269,0.0636574074074074,0.0578703703703703,0.0694444444444445,0.259811988523473,0.25236009876343,0.267263878283516,-0.0825639308781853,-0.145891906513541,-0.01923595524283,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_sbhm"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",2,0.224720372335931,0.174579064669402,0.274861680002461,-1.92242224167257,-2.0615861204571,-1.78325836288804,0.0729166666666667,0.0717592592592593,0.0740740740740741,0.0692544476565155,-0.110618274808697,0.249127170121728,-0.0482406007872326,-0.10518432730877,0.00870312573430525,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_sbhm"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",2,0.0196004979018167,0.0071320928001144,0.0320689030035189,-1.93136225198596,-1.97882826893633,-1.88389623503559,0.0219907407407408,0.0208333333333334,0.0231481481481481,0.626882903961311,0.610035890740398,0.643729917182223,-0.0408361522388746,-0.0559941246016393,-0.0256781798761099,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_sbhm"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",2,-0.00579939631571674,-0.0102204935327294,-0.00137829909870407,-1.43611823446858,-1.65207014960231,-1.22016631933485,0.03125,0.0254629629629629,0.0370370370370371,0.882182054025965,0.82508586982191,0.939278238230019,-0.0572226135928895,-0.0997404088558232,-0.0147048183299558,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_sbhm"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",2,0.0524938339941265,-0.0011420274864038,0.106129695474657,-1.85568293355869,-2.29427017525734,-1.41709569186003,0.00347222222222227,-0.00694444444444442,0.013888888888889,0.518737177559142,0.505630166998014,0.53184418812027,0.000538662475557556,-0.00366382701783429,0.0047411519689494,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_sbhm"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",2,-0.0067795024439891,-0.0138564521823316,0.000297447294353409,-2.40736432486693,-2.58283427736693,-2.23189437236693,-0.00694444444444442,-0.00694444444444442,-0.00694444444444442,0.807907690058673,0.718543272821607,0.897272107295738,-0.0874811165081698,-0.118976967176068,-0.0559852658402718,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_sbhm"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",2,-0.0179767992230142,-0.0267360256079055,-0.00921757283812297,-2.25984510734482,-2.56412226188436,-1.95556795280529,0.00578703703703703,-0.0115740740740741,0.0231481481481481,0.815700200258762,0.71173033242771,0.919670068089814,-0.142998024431344,-0.198764722214505,-0.0872313266481838,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_sbhm"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",2,-0.00196919876749052,-0.0379060198233766,0.0339676222883956,-1.75318165246699,-1.81344786622735,-1.69291543870664,-0.00115740740740744,-0.0277777777777778,0.0254629629629629,0.450123080925181,0.34142328905044,0.558822872799922,-0.0841233659854974,-0.111202536627931,-0.0570441953430633,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_sbhm"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",2,-0.024218493758579,-0.0437462548267249,-0.00469073269043305,-2.694212335888,-3.0979911624103,-2.29043350936571,0.0104166666666666,0.00231481481481477,0.0185185185185185,0.663429060574541,0.641028200727654,0.685829920421429,-0.0298276659717568,-0.0403597203325074,-0.0192956116110062,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_sbhm"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",2,-0.00567712008244534,-0.0421134841405483,0.0307592439756576,-2.41930035388506,-2.5190855233344,-2.31951518443573,-0.0162037037037037,-0.0231481481481481,-0.00925925925925919,0.866985133360692,0.784668818213052,0.949301448508333,-0.170468838599102,-0.246317065631907,-0.0946206115662956,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_sbhm"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",2,0.0372043959730148,0.0322312500669189,0.0421775418791107,-2.01658166867707,-2.14254463581552,-1.89061870153862,-0.0289351851851852,-0.0462962962962963,-0.0115740740740741,0.634305728841097,0.549369623522965,0.71924183415923,-0.0486335374724566,-0.0636679018656166,-0.0335991730792967,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_sbhm"
