"method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","success_rate","scenario"
"fmrilss_oasis[fractional|x=0.01|b=0]",8,0.622250875897795,0.623977466307831,0.0216183080101501,1.33086488045446,1.31429953491496,0.0568424544553543,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.02|b=0.01]",8,0.622277810264077,0.624049959911907,0.0216342587156849,1.31488679474225,1.29923126369717,0.0551907666209446,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.02|b=0.02]",8,0.622296235399078,0.624095291308972,0.0216462581450792,1.31348338709393,1.29812623967156,0.0544352626532738,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.02|b=0.05]",8,0.622347374526086,0.62422404428288,0.0216805067646226,1.30953754775911,1.29502439406349,0.0523009536107117,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.02|b=0]",8,0.6222586400991,0.62400334052649,0.0216219497251601,1.31633745508915,1.30037444962412,0.0559697782200265,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.05|b=0.01]",8,0.622298900939004,0.624123078472219,0.0216446115784164,1.27377625504932,1.26003910546486,0.0527126038567356,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.05|b=0.02]",8,0.622316816009636,0.624167575254334,0.0216564455151258,1.27246118525328,1.25901167547508,0.0519807284017367,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.05|b=0.05]",8,0.62236652979542,0.624293963661632,0.021690224136084,1.26876582467931,1.25612986633812,0.0499127835874542,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0.05|b=0]",8,0.622280259744662,0.624077318583245,0.0216324727745209,1.27513598817677,1.2612700901166,0.0534671777893573,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0|b=0.01]",8,0.62226236438015,0.62399818028243,0.0216270239283903,1.34429434945453,1.32787574802115,0.056939149049497,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0|b=0.02]",8,0.622281158015071,0.62404410645187,0.021639138891828,1.34282643952939,1.3266561745795,0.0561673363778288,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0|b=0.05]",8,0.622333327111527,0.624174544298447,0.0216737156748076,1.33869763438988,1.3232344929903,0.0539872644262081,1,"baseline__sbhm_oasis_voxel"
"fmrilss_oasis[fractional|x=0|b=0]",8,0.622242812097377,0.623950948357639,0.0216145961363442,1.34581138961099,1.3291377527544,0.0577350357503151,1,"baseline__sbhm_oasis_voxel"
"fmrilss_sbhm",8,0.346125539015163,0.351195193728495,0.0609162522419384,3.73380692507422,3.73954245016426,0.315940958353815,1,"baseline__sbhm_oasis_voxel"
"st_default",8,0.627708533747818,0.63081272148745,0.0214758440157016,0.792883245592509,0.789417235976718,0.0228522131326194,1,"baseline__sbhm_oasis_voxel"
"fmrilss_lss",8,0.615764332742817,0.615419932926583,0.0199454094303613,1.34641434022545,1.33154955521224,0.0575590810031751,1,"baseline__sbhm_adaptive_gate"
"fmrilss_oasis[absolute|x=0.01|b=0.01]",8,0.615776234317472,0.615442748635849,0.0199572757495323,1.3302210203077,1.31564882847582,0.0564676641656569,1,"baseline__sbhm_adaptive_gate"
"fmrilss_oasis[absolute|x=0.01|b=0.02]",8,0.61578013653508,0.615449277770502,0.0199604329680716,1.33001709813725,1.31556040547131,0.056339174531035,1,"baseline__sbhm_adaptive_gate"
"fmrilss_oasis[absolute|x=0.01|b=0.05]",8,0.615791719814486,0.615468701156424,0.0199698253802867,1.32941155092608,1.31529813207955,0.0559576731931246,1,"baseline__sbhm_adaptive_gate"
"fmrilss_oasis[absolute|x=0.01|b=0]",8,0.615772311300078,0.615436191887399,0.0199541051896154,1.33042599046991,1.31573775662341,0.0565968219049686,1,"baseline__sbhm_adaptive_gate"
