"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_sbhm",6,0.344868648253325,0.35403615202672,0.0585300611388218,3.51069129320279,3.48965787858453,0.20468880080985,0.172932259535227,0.207497579091882,0.175935029708893,0.19171608681491,-0.0406867092771868,-0.00397003369122477,0.0878046952200879,0.0614758516243607,0.603395061728395,0.608796296296296,0.0302406141084343,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_pool_compcv_wnever",6,0.324723091967522,0.326360689996973,0.0663120065018191,1.10707393001833,1.10285691019803,0.0731585922257606,-0.928210801150147,-0.937024613607782,0.0684590651511497,0.928210801150147,-0.00615058702158303,0.00580985137639093,0.0367463664600058,0.0274536897975681,0.582947530864198,0.58912037037037,0.0235800752207569,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.320182067042968,0.323689764952191,0.0580179630261753,2.24399082174223,2.24621616817569,0.0658744797464113,-0.306309013925068,-0.316226661575246,0.1133140971935,0.306309013925068,-0.0245959026176433,-0.0100179379409252,0.0413961595571452,0.0324675036807999,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.320165485991371,0.323657303644622,0.058009666106569,2.30637745176567,2.30770046471596,0.0691908202991225,-0.28554980814451,-0.295726521207367,0.116715327353745,0.28554980814451,-0.0252969266700927,-0.0102983141588808,0.0426468495297011,0.0334212223813232,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.320159694393884,0.323645992604705,0.0580067763183486,2.32812216916413,2.32911571726562,0.0703389100356721,-0.278351137714634,-0.288617160989076,0.117894912516469,0.278351137714634,-0.0255395419662807,-0.0103952733266345,0.0430807562334737,0.0337516931232412,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.320063802411344,0.323444795159967,0.0578952689133599,2.2448705063371,2.24682923945913,0.0658163259151226,-0.306295565244091,-0.316560752632844,0.113116113179425,0.306295565244091,-0.0245690917980422,-0.0098733572502273,0.0414357880182772,0.0324222843660517,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.320045842467529,0.323410296033754,0.05788670371479,2.30732072528284,2.30836787206347,0.0691316332830167,-0.285527959323397,-0.296062349221287,0.116513218895318,0.285527959323397,-0.0252686790813151,-0.0101493933827911,0.042688745129478,0.0333746354981825,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.32003957045697,0.323398275081622,0.0578837201340311,2.3290880510847,2.3298024806269,0.0702793351976339,-0.278326264032598,-0.288953474234022,0.117691398877685,0.278326264032598,-0.0255107866592601,-0.010244846475306,0.0431234542030668,0.0337046307805815,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.320021768677445,0.323358702836607,0.0578525147679265,2.24518378118125,2.24704922411921,0.0657966493875344,-0.306290662555495,-0.316676906855758,0.113047541511419,0.306290662555495,-0.024559702657023,-0.00982370473297939,0.0414483575848539,0.0324061812585767,0.59837962962963,0.604166666666667,0.0173070144838137,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.320003324990472,0.323323489006817,0.0578438556477156,2.30765637387582,2.30860699500802,0.0691116161116267,-0.285520135970567,-0.296179121496222,0.116443216423804,0.285520135970567,-0.0252587869095507,-0.0100982499430535,0.0427020601743645,0.0333580413794533,0.59837962962963,0.604166666666667,0.0173070144838137,1
