"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate","regime","lag","widen"
"medium__lag2__widen0","st_default",20,0.326965525788115,0.331093806584653,0.0523145093715311,1.0433546044141,1.03644736189596,0.0519970072578676,-0.790316912727867,-0.79462312466526,0.0422907256264515,0.790316912727867,0.00328743312253408,-0.0030169472967109,0.0395140939062934,0.0319886448586724,0.604166666666667,0.606481481481482,0.0231481481481482,1,"medium",2,0
"medium__lag2__widen0","hrfals_fit[cf_als]",20,0.115000507777626,0.122795244976347,0.0568675872707257,1.35404681774092,1.35721135446289,0.0655010433713047,-0.889106519960667,-0.887316349612624,0.0584349916056593,0.889106519960667,0.00575283493285291,-0.00567868276358489,0.058868637391439,0.0458452449915756,0.539814814814815,0.538194444444444,0.0248928285485411,1,"medium",2,0
"medium__lag2__widen0","hrfals_fit[ls_svd_1als]",20,0.115000507777626,0.122795244976347,0.0568675872707257,1.35404402479132,1.35720103826523,0.0655010559637919,-0.889104761316935,-0.88731428408395,0.0584345909180013,0.889104761316935,0.00575351581421584,-0.0056781020199624,0.058868960018918,0.0458452447257763,0.539814814814815,0.538194444444444,0.0248928285485411,1,"medium",2,0
"medium__lag2__widen0","hrfals_fit[ls_svd_only]",20,0.0422991246169221,0.0461087044540944,0.0536593506229019,1.10364386245128,1.10268420098962,0.0669413210322986,-0.983574057371673,-0.984957085549765,0.0193997704590714,0.983574057371673,0.0027251674014996,0.00360708540737115,0.0137376313899125,0.0109557703441106,0.511921296296296,0.505787037037037,0.0240829170106254,1,"medium",2,0
"medium__lag1__widen2","st_default",20,0.388611396694997,0.385521060570532,0.0446896365089934,1.00365377408181,0.997148435027962,0.0531069497387452,-0.746317129017727,-0.751795480421477,0.0398432005538621,0.746317129017727,-0.00183841000771507,-0.00521710555233564,0.0323161362370229,0.0266306608496165,0.627662037037037,0.621527777777778,0.0254715451601162,1,"medium",1,2
"medium__lag1__widen2","hrfals_fastlss[cpp]",20,0.388138951248772,0.387981517876542,0.0327273244932096,2.25422430014956,2.25127277704579,0.199896318823938,-0.0921022600578082,-0.0828206036408767,0.107923939470177,0.111727622113663,-0.0292245011896686,-0.00946019526585484,0.135323505307755,0.0868317654893793,0.626273148148148,0.619212962962963,0.0227360367116321,1,"medium",1,2
"medium__lag1__widen2","hrfals_fastlss[r]",20,0.388138951248772,0.387981517876542,0.0327273244932096,2.25422430014956,2.25127277704579,0.199896318823938,-0.0921022600578079,-0.0828206036408764,0.107923939470177,0.111727622113663,-0.0292245011896687,-0.00946019526585498,0.135323505307755,0.0868317654893793,0.626273148148148,0.619212962962963,0.0227360367116321,1,"medium",1,2
"medium__lag1__widen2","fmrilss_sbhm",20,0.38365953846267,0.384992553390541,0.0301531165104144,3.3472025533693,3.35869845637494,0.371197602025685,0.344779442048965,0.333179390108714,0.177772696159091,0.34651534743778,-0.0324311494056415,-0.0391981876957999,0.0770613046216101,0.0688766106300417,0.629398148148148,0.62962962962963,0.0222270442299218,1,"medium",1,2
"medium__lag1__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.382864105982786,0.377920569864696,0.0340132029652945,2.1949871716645,2.21227931423198,0.203284783244384,-0.112001622362527,-0.0944738976330355,0.108473176656847,0.125311379573253,-0.026122485747183,-0.0311940024270994,0.0656338225572827,0.0509479736707743,0.625810185185185,0.62962962962963,0.0240712038137502,1,"medium",1,2
"medium__lag1__widen2","fmrilss_lss",20,0.382257551420969,0.376925564465497,0.0340670138294141,2.31357898870273,2.33108943706091,0.218234398431564,-0.0642787283720414,-0.0467026739626154,0.114416458543664,0.102457083239307,-0.027775259944728,-0.0323961977083299,0.0664949514419741,0.0522028388037104,0.626157407407407,0.627314814814815,0.023909270586618,1,"medium",1,2
"medium__lag1__widen2","hrfals_fit[cf_als]",20,0.146490218617996,0.143998080545905,0.0492288156017666,1.35950045041201,1.3679652865093,0.0693601257923744,-0.844694768886812,-0.852006675377306,0.0604976276035994,0.844694768886812,0.019850112676682,0.0240664061963516,0.0759439697992932,0.0617699425177821,0.546875,0.545138888888889,0.0196256955443887,1,"medium",1,2
"medium__lag1__widen2","hrfals_fit[ls_svd_1als]",20,0.146490218617996,0.143998080545905,0.0492288156017666,1.35949508122479,1.36795485185784,0.0693610933775389,-0.844695084526069,-0.852007476279051,0.0604970541088221,0.844695084526069,0.0198500916209938,0.0240665183916473,0.0759426511246672,0.0617690218077393,0.546875,0.545138888888889,0.0196256955443887,1,"medium",1,2
"medium__lag1__widen2","hrfals_fit[ls_svd_only]",20,0.0745729008546545,0.0714702797129873,0.0472192753057225,1.09407119495007,1.07688068318246,0.0692576953252155,-0.969772607228059,-0.971929012312087,0.0190188870582028,0.969772607228059,0.00495170012169936,0.00932864343018143,0.0247970415278199,0.0191316986009429,0.523148148148148,0.525462962962963,0.0149263286021362,1,"medium",1,2
"medium__lag1__widen1","st_default",20,0.396741587838667,0.393690131459338,0.0467401765710208,0.995882802246757,0.990829257318214,0.0469304439337841,-0.749151436192386,-0.750364591144863,0.034827683908895,0.749151436192386,0.00771792674016867,0.00842372239889259,0.0366887995230712,0.0284394996938545,0.630671296296296,0.62962962962963,0.0180632855697696,1,"medium",1,1
"medium__lag1__widen1","hrfals_fastlss[cpp]",20,0.387139949687953,0.383229926806147,0.0355406389022045,2.3003186842226,2.31289600113649,0.155540701363356,-0.103050465358453,-0.0908466564218631,0.119098188086067,0.126079114144166,0.0138651938260861,0.00299996936594407,0.170274778062322,0.12893379405657,0.622222222222222,0.618055555555556,0.0200060455811116,1,"medium",1,1
"medium__lag1__widen1","hrfals_fastlss[r]",20,0.387139949687953,0.383229926806147,0.0355406389022045,2.3003186842226,2.31289600113649,0.155540701363355,-0.103050465358452,-0.0908466564218627,0.119098188086067,0.126079114144166,0.013865193826086,0.00299996936594411,0.170274778062322,0.12893379405657,0.622222222222222,0.618055555555556,0.0200060455811116,1,"medium",1,1
"medium__lag1__widen1","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.381063679658596,0.378999375630153,0.0330040317315226,2.2551799663684,2.25088918542515,0.154882276145498,-0.105145077792224,-0.0922700399389096,0.115854860641412,0.120553139388105,0.00559825609665802,-0.0122849063156282,0.0598429879395748,0.0489052903287454,0.621643518518519,0.62962962962963,0.0248119756856825,1,"medium",1,1
"medium__lag1__widen1","fmrilss_lss",20,0.380054343699567,0.378234900287322,0.0327632404902117,2.38702668343152,2.38483518298212,0.167589598563896,-0.0542774220696165,-0.0407603076095865,0.122574255627807,0.108996207893683,0.00559765779521242,-0.0118611013168254,0.0586817372109957,0.0487993105957714,0.620601851851852,0.627314814814815,0.0240316296251173,1,"medium",1,1
"medium__lag1__widen1","fmrilss_sbhm",20,0.371970345552234,0.366012229767462,0.0332450596257032,3.52116243229145,3.56668831974148,0.306465449023243,0.346464729329469,0.340319369243673,0.18621327485341,0.346464729329469,-0.00417392447050428,-0.0170440611453701,0.101049230148107,0.0798422408901957,0.620833333333333,0.626157407407407,0.0226256827943772,1,"medium",1,1
"medium__lag1__widen1","hrfals_fit[ls_svd_1als]",20,0.163866641151231,0.164882783549621,0.0589141527537841,1.34503301648996,1.35638904866077,0.0770599295140634,-0.839728975658195,-0.849013968004658,0.0646226464650697,0.839728975658195,0.00865359069970019,0.00691192137429397,0.0863886166230582,0.0642191384403737,0.550810185185185,0.55787037037037,0.0221581042795769,1,"medium",1,1
"medium__lag1__widen1","hrfals_fit[cf_als]",20,0.163866641151231,0.164882783549621,0.0589141527537841,1.34503309695936,1.35638430242164,0.0770601249483197,-0.839730338196655,-0.849016401512787,0.0646219792583324,0.839730338196655,0.00865349054706375,0.00691145115036617,0.0863890949025844,0.0642196806567607,0.550810185185185,0.55787037037037,0.0221581042795769,1,"medium",1,1
"medium__lag1__widen1","hrfals_fit[ls_svd_only]",20,0.0737414998760533,0.0694267357429264,0.0426625491261504,1.11277937962174,1.10206124518418,0.0592109206293167,-0.969846525135264,-0.972781909613322,0.0170584155279217,0.969846525135264,-0.000219729849222399,0.00281397943319895,0.020657617932011,0.0149835022877186,0.515162037037037,0.509259259259259,0.0234804967133208,1,"medium",1,1
"medium__lag1__widen0","st_default",20,0.415869967099153,0.419309731404131,0.0487233942380798,1.00621234257862,0.993052997262061,0.0524889279562322,-0.698603395197918,-0.703451916489146,0.0490590847881674,0.698603395197918,0.00395035822996407,0.00330125089872726,0.0422743586755077,0.0317621087205268,0.631944444444444,0.628472222222222,0.0263501733714397,1,"medium",1,0
"medium__lag1__widen0","hrfals_fastlss[cpp]",20,0.412163296100735,0.423390903908499,0.0412672943714501,2.10774706036033,2.08865595387372,0.190703357176376,-0.0922864636749147,-0.100790248757561,0.114483805342442,0.118831810139846,0.00945733779926554,0.0182574175167488,0.120704639731774,0.0949649441341351,0.62962962962963,0.631944444444444,0.0242547389506121,1,"medium",1,0
"medium__lag1__widen0","hrfals_fastlss[r]",20,0.412163296100735,0.423390903908499,0.0412672943714501,2.10774706036033,2.08865595387372,0.190703357176376,-0.0922864636749145,-0.100790248757561,0.114483805342442,0.118831810139846,0.00945733779926553,0.0182574175167491,0.120704639731774,0.0949649441341352,0.62962962962963,0.631944444444444,0.0242547389506121,1,"medium",1,0
