"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate","regime","lag","widen"
"medium__lag3__widen2","fmrilss_lss",2,0.223956008566939,0.223956008566939,0.0321062142263995,2.81124302864467,2.81124302864467,0.44457558387182,-0.321825471044246,-0.321825471044246,0.0094716976940937,0.321825471044246,0.00108935110357092,0.00108935110357092,0.0863381351204039,0.061050280818638,0.587962962962963,0.587962962962963,0.00327364250549329,1,"medium",3,2
"medium__lag3__widen2","st_default",2,0.219233564829902,0.219233564829902,0.0185488275759521,0.954756720625376,0.954756720625376,0.0782923187188947,-0.962354043560526,-0.962354043560526,0.017210965857292,0.962354043560526,0.0161556825815119,0.0161556825815119,0.0151903392962903,0.0161556825815119,0.579861111111111,0.579861111111111,0.0049104637582399,1,"medium",3,2
"medium__lag3__widen2","fmrilss_sbhm",2,0.218670488864204,0.218670488864204,0.0201744471857775,3.25959836971924,3.25959836971924,0.186632737932741,-0.256667643747525,-0.256667643747525,0.0315277569505346,0.256667643747525,0.0565555029175791,0.0565555029175791,0.0931254512409566,0.0658496380735376,0.564814814814815,0.564814814814815,0.00327364250549329,1,"medium",3,2
"medium__lag3__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",2,0.101488971777417,0.101488971777417,0.00164705332942387,3.04404849363458,3.04404849363458,0.0827561269579797,-0.694506934252138,-0.694506934252138,0.00119446795790142,0.694506934252138,-0.0137639805007799,-0.0137639805007799,0.0278397287873242,0.0196856610119112,0.537037037037037,0.537037037037037,0,1,"medium",3,2
"medium__lag3__widen1","fmrilss_sbhm",2,0.296472187245361,0.296472187245361,0.0782355349851615,2.43114605122784,2.43114605122784,0.337284463574248,-0.207606034901373,-0.207606034901373,0.188585428650587,0.207606034901373,0.0359430918538617,0.0359430918538617,0.0721599294102569,0.0510247754159352,0.56712962962963,0.56712962962963,0.0327364250549327,1,"medium",3,1
"medium__lag3__widen1","fmrilss_lss",2,0.216577853454281,0.216577853454281,0.0359688551869515,2.63345176042673,2.63345176042673,0.265192803106695,-0.362080266468425,-0.362080266468425,0.0784902786564088,0.362080266468425,0.0727735597380706,0.0727735597380706,0.0289096741680688,0.0727735597380706,0.556712962962963,0.556712962962963,0.018005033780213,1,"medium",3,1
"medium__lag3__widen1","st_default",2,0.190014300378417,0.190014300378417,0.0324264967997517,0.95670100950066,0.95670100950066,0.0773548984643254,-0.965003749942234,-0.965003749942234,0.00159905446257082,0.965003749942234,0.0117552146465164,0.0117552146465164,0.0192461043675971,0.013609050909752,0.56712962962963,0.56712962962963,0.00654728501098658,1,"medium",3,1
"medium__lag3__widen1","fmrilss_oasis[fractional|x=0.05|b=0.05]",2,0.0930202531994947,0.0930202531994947,0.00419037031912374,2.59504120338041,2.59504120338041,0.0680662748372434,-0.767135424032005,-0.767135424032005,0.0425941820166707,0.767135424032005,0.0260114512422332,0.0260114512422332,0.0598335184714544,0.042308686653416,0.530092592592593,0.530092592592593,0.0163682125274664,1,"medium",3,1
"medium__lag3__widen0","fmrilss_sbhm",2,0.338917063422305,0.338917063422305,0.00652086300097567,2.40309334657988,2.40309334657988,0.00598084824430977,-0.176785591571351,-0.176785591571351,0.00852537504592655,0.176785591571351,0.0561850978744386,0.0561850978744386,0.0585486094709089,0.0561850978744386,0.612268518518518,0.612268518518518,0.00163682125274668,1,"medium",3,0
"medium__lag3__widen0","fmrilss_lss",2,0.222109492737852,0.222109492737852,0.0110813294281269,2.4463210007543,2.4463210007543,0.124451515165791,-0.454102365931383,-0.454102365931383,0.00254921514058262,0.454102365931383,0.0434711946363191,0.0434711946363191,1.93516571835495e-05,0.0434711946363191,0.578703703703704,0.578703703703704,0.0327364250549327,1,"medium",3,0
"medium__lag3__widen0","st_default",2,0.218859518025042,0.218859518025042,0.0169567819875135,1.01009258486961,1.01009258486961,0.000600403829490445,-0.951385365435533,-0.951385365435533,0.0152776471238222,0.951385365435533,0.000280141044212464,0.000280141044212464,0.00257176685812145,0.0018185137850085,0.581018518518519,0.581018518518519,0.0294627825494395,1,"medium",3,0
"medium__lag3__widen0","fmrilss_oasis[fractional|x=0.05|b=0.05]",2,0.134097947049476,0.134097947049476,0.0529023240822542,2.95833853254621,2.95833853254621,0.058545346997541,-0.586414736458967,-0.586414736458967,0.195834776394232,0.586414736458967,0.0109677406595632,0.0109677406595632,0.0492969832682239,0.0348582311610009,0.556712962962963,0.556712962962963,0.0212786762857063,1,"medium",3,0
"medium__lag2__widen2","fmrilss_lss",2,0.230808593365902,0.230808593365902,0.000353563996370217,2.4995284735099,2.4995284735099,0.0360104467840403,-0.402690300142131,-0.402690300142131,0.0219951718988352,0.402690300142131,-0.0270292166664773,-0.0270292166664773,0.00585582154210999,0.0270292166664773,0.601851851851852,0.601851851851852,0.0130945700219732,1,"medium",2,2
