"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","success_rate"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.129814164190184,0.126580989581535,0.0379059762022426,4.41454619526089,4.50790213584478,0.207902781549946,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.128236490002717,0.12617448800481,0.0379400552401057,4.4403834666028,4.53678203906958,0.20715285713415,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.127659922326895,0.12748775318423,0.0378293233172399,4.39665883252498,4.48008837720476,0.203367085036324,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.127317758450879,0.127348780032309,0.0378331715318569,4.40281781925919,4.48432140555118,0.203388092233257,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.127198563003482,0.127299515018351,0.0378344611996634,4.40497898535045,4.48580929668713,0.203401405234524,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.118986671023985,0.110569471669943,0.0395902215806113,5.08305955901568,5.2073896247763,0.235100514786575,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.117064496302406,0.110551778169803,0.0396231219250683,5.11896422580083,5.22890647370486,0.233321641998614,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.115627757171326,0.110273304725341,0.0396398268810344,5.14835034892984,5.24778496877345,0.232623327081326,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.114692551024437,0.11104491051281,0.0394610429719966,5.12302031553001,5.20758293771566,0.230393868944917,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.114383670660174,0.110935695873834,0.0394625960680701,5.12990013692521,5.21222519762525,0.230511810182571,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.114276092015545,0.110896827023765,0.0394631082369397,5.13231146591078,5.21385591406089,0.230560218749595,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_sbhm",6,0.224661382095788,0.240047474326307,0.0527527820803775,3.23990930429056,3.2259352812508,0.210059919853956,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default",6,0.219302014358219,0.222986887049637,0.0530261226479189,0.969092347030558,0.970230844455732,0.0363933710949969,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.218137615136284,0.22509660567501,0.0464236057545587,2.89770858597396,2.93014705328432,0.182350697672309,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.217754073595005,0.224583079585341,0.0464879575393177,3.01867022773153,3.05205134626836,0.193145540479647,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.217612964519483,0.224396279607008,0.0465098213857203,3.06184285505437,3.09551223979991,0.197069502119195,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.216519570990708,0.222750973889387,0.0461422156645281,2.92317977604216,2.95812238633634,0.193435666200037,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.216076093371183,0.222149298144505,0.0462051686054602,3.04835399113492,3.08429210712137,0.205472218492421,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.215927057982572,0.221878160714767,0.0460464768260545,2.93293247511577,2.96886644237626,0.197450738110816,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.215912833636233,0.221930277923139,0.0462264259821962,3.09313872153067,3.12937977769882,0.209861884843704,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.215460498663675,0.22145059990809,0.046109200038622,3.05970650164107,3.09666358175192,0.209954553872708,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.215378941027055,0.221256510092241,0.0459447246366919,2.92755765249474,2.96440062125842,0.199982962246607,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.215369408758682,0.221247395854904,0.0459432774542242,2.92771760831926,2.96457744622349,0.200046340613966,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.215366229750972,0.221244356561697,0.0459427950576431,2.92777096566735,2.96463643148779,0.200067475764045,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.215288699519764,0.221323772361229,0.0461303387436616,3.1051045989856,3.14237300729143,0.214519962374026,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.214857109326176,0.220869074431845,0.0460121408888668,3.06461409546973,3.10260582804307,0.21380687460262,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.214847164406548,0.220859628245806,0.046010695194751,3.06480221755126,3.10281142145051,0.213878417097129,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.214843847741538,0.220856478228404,0.0460102133081526,3.06486497027827,3.10288000319735,0.213902275330578,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.214663508610078,0.220725543972387,0.046034854850017,3.11399770150333,3.15233808489837,0.218893634850763,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.214653409719038,0.220715975115323,0.0460334090927179,3.11419675026535,3.15255479538986,0.218968282135959,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.214650041689951,0.220712784179656,0.0460329271901527,3.11426314783306,3.15262708557914,0.218993175966775,1
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","fmrilss_lss",6,0.214441677751103,0.220557727405854,0.0460552023146106,3.16578833539204,3.20448517417412,0.224382329902822,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_lss",6,0.24443880693194,0.241444303225948,0.0423192055490442,3.68234186134192,3.51235419731147,0.530779676567475,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default",6,0.226945218596544,0.237651273469554,0.0496022577587161,1.24725631531993,1.24647595640482,0.0977322495424725,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_sbhm",6,0.226298729752592,0.224345035137275,0.0260294001931715,3.85075095462716,3.5156956714205,0.699365444320817,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.149976522667153,0.150137955281646,0.041379977838988,4.0289824178886,3.96835392618804,0.366521996118882,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.149396328751973,0.150649776088733,0.0414694290997836,4.04096757024046,3.97799481700987,0.368380152479057,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.148438489608412,0.150843915318654,0.0416384891427485,4.05594154061178,3.99160240369854,0.36909686683361,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.14757059677253,0.153188480020475,0.0410488157404271,3.97969289664986,3.91619267847471,0.359046246872941,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.147034377932991,0.153106614807792,0.041122261975258,3.98843395436621,3.92495361909409,0.358580275594285,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.146836029815522,0.153016896416259,0.0411493276852936,3.99170796378116,3.92824740369422,0.35839788682594,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.126058808884542,0.125849310205735,0.0521969153428882,5.72026269960525,5.63576661680758,0.461859789483615,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.125665449208966,0.126432975963581,0.0524158100897997,5.74324022125861,5.6537437711421,0.466772944304747,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.124973907490882,0.126772032043271,0.0526862725506002,5.77036970799357,5.67718233839197,0.470231000496094,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.123980086615857,0.128688181259558,0.0526296993726446,5.7122806165,5.61440434158775,0.4668938392706,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.123585226091468,0.128710040257111,0.0527208570349501,5.72596152802446,5.62732855712063,0.467051548679131,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.123439128491426,0.128716536724184,0.0527537307474574,5.7310395370468,5.63214522510002,0.467087685116753,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.11438999682011,0.113946576363445,0.0578373393870339,6.99138971033049,6.89330687827159,0.5118897552279,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.114122944543672,0.114550406831951,0.0580507711017071,7.02266807254686,6.91840093066665,0.519100850235272,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.113597830269018,0.11494941443465,0.0583069080793896,7.0586053873171,6.94969292492856,0.524682085096567,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.11267489559718,0.116667293752575,0.0584691007429702,7.03594365344682,6.91818075701161,0.529206340821129,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.112351616577652,0.116724972664788,0.0585550268793095,7.05313683565721,6.93416796984425,0.530012182146755,1
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.112231621006447,0.116744706469004,0.0585859483684821,7.05949619004834,6.94009981473548,0.530280897549077,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.310372837075131,0.310332847916173,0.0276475039059488,2.36815026576041,2.3321478561541,0.284183402308443,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.310080575592639,0.309990187516416,0.0276774961856499,2.44428972007508,2.40701380744855,0.296854925711689,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.310013245817907,0.309753925749645,0.0275994922304684,2.37693643034449,2.33936432675853,0.287356450683521,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.30997789427009,0.309869894595295,0.0276882160896174,2.47092771041408,2.43320211930547,0.301296386367789,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.309883289020432,0.30954777425538,0.0275819837904406,2.38009553545729,2.34198149295591,0.288470139608347,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.309793754899067,0.309390959806933,0.0275609703820326,2.3736527982285,2.33518762096906,0.287941236718873,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.309789843853682,0.309384815016644,0.0275604378644945,2.37374707637125,2.33526617121064,0.287973879863127,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.309788539134365,0.309382765416991,0.0275602602035565,2.37377852592905,2.33529237636203,0.287984766464463,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.309705022870325,0.30939262006898,0.0276292510201174,2.45380918151644,2.4148774949796,0.300283643451926,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.309596671652815,0.309265712436792,0.0276399076599805,2.48071203357727,2.44130009096224,0.304817254595327,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.309569333767804,0.309179789594242,0.0276116207615199,2.45723144859214,2.41772755788186,0.301488022798272,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.309458945198984,0.309050511195506,0.0276222412359788,2.48422938550418,2.44423447720811,0.306054344909818,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.309451868727428,0.308990244784099,0.0275924406123377,2.456488746374,2.41650619990847,0.301965584177093,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.30944777318771,0.308983885433704,0.0275919031655075,2.45659147036304,2.41659223791696,0.302001112791759,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.309446406924492,0.308981764262721,0.0275917238562251,2.45662573727345,2.41662094089325,0.302012961811558,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.309331157820179,0.308848890206957,0.027603787244971,2.48559103154343,2.4450700195951,0.306904582285944,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.309326996367918,0.308842454308031,0.0276032482858982,2.48569682628023,2.44515878578265,0.306941158356715,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.309325608117364,0.308840307602419,0.0276030684707252,2.48573211753009,2.44518839884753,0.306953356747332,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_lss",6,0.309199768581084,0.308692495604091,0.02761470077262,2.51566846288883,2.47456237436501,0.312048123985962,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default",6,0.305432308748768,0.301237832911398,0.029782169924357,0.986451585634397,0.976923984677874,0.03013649105576,1
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_sbhm",6,0.292021580690213,0.297527645818534,0.0385064140519698,2.57115385587567,2.5624640274777,0.243897240788762,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default",6,0.301619055457411,0.295500004849891,0.0413003433178228,1.22947557769168,1.25163434800412,0.0969147467262546,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_lss",6,0.294337194389034,0.294666444209738,0.0266591683385366,2.93666825220963,2.96583023510497,0.213715169339771,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_sbhm",6,0.270895819110554,0.269596113601168,0.0277142944192299,3.36670530354956,3.41618009266504,0.184110601413375,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.197858677036787,0.194636845699568,0.0637778402824111,2.86337379959616,2.78405733874339,0.304282773899427,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.197803622897701,0.194486654325575,0.0637013283819779,2.8644857726051,2.78520924613966,0.303959629934248,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.197783736459239,0.194433634926865,0.0636750930441988,2.86488097685575,2.78562101554627,0.303846303033732,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.19422595072788,0.192660614599697,0.0662492793880083,2.93607993585059,2.85772219149806,0.32088794793615,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.194175526742792,0.192101316806166,0.0657305366130293,2.93946673516045,2.86034969309438,0.319417409216041,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.194035646434356,0.193180472464709,0.0670578158385333,2.93345974391038,2.85711539789543,0.322443297785477,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.149529335789576,0.149602472794266,0.0774597600156859,4.23721590061843,4.18184720420624,0.469848578356768,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.149469856804981,0.149447927639151,0.0774220985273962,4.23847915893638,4.18307877911745,0.469475728147547,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.149448698762667,0.149393632993277,0.0774093106940975,4.23893179956533,4.18352472981279,0.469345024169949,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.146573961843008,0.148773582803063,0.0794614328712929,4.37566811204492,4.33154658235243,0.491103874254549,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.146524511390842,0.148005598993796,0.0789822658932227,4.37529693540324,4.32757183814581,0.489183310737236,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.146347681109309,0.147324731602256,0.0787033760406597,4.37788703657388,4.32854925076289,0.487579441515971,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.119369463738948,0.101643293481676,0.0846886482007983,5.87070334962235,5.86291712855832,0.626635453679554,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.119284404828229,0.101197862313974,0.0846975630895291,5.87255221501204,5.8677217223807,0.626572005577007,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.119254548838318,0.101043751338897,0.0847008458405388,5.87321419415694,5.8694071865005,0.626548943234074,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.118105390396576,0.107048532783968,0.0853050165461288,6.06131337614494,5.97807211559834,0.646014340892055,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.117722853679177,0.103368541029151,0.0852344021753751,6.0608621340912,6.00368712605168,0.646237100131357,1
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.117343782640962,0.100736491325458,0.085239139382845,6.06495047353693,6.02590358244053,0.646456189916418,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_lss",6,0.240786926082449,0.233518631551561,0.0409705809693892,3.22134117203735,3.20346003947696,0.311779510741386,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_sbhm",6,0.235985276173923,0.24525838663474,0.0585626782416231,3.31777202374598,3.28592253994427,0.492188875049921,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default",6,0.224597176518562,0.214076058553776,0.0414645179465213,1.06921186619458,1.07626303313779,0.0540571800102062,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.153276790503857,0.163479530577478,0.0453289479710994,3.66804207431598,3.68575814896571,0.253208357557567,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.153152959997511,0.1643402994493,0.0464457204528259,3.67075915259013,3.68847053233385,0.253421504042352,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.153075904683666,0.167177055703879,0.0513134306208187,3.57568118253251,3.5903558930126,0.244501452730029,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.152775012758683,0.16656637612177,0.0517012244752126,3.5787227856748,3.59322729043891,0.244291256014392,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.152687252627167,0.164787024029277,0.0476482057309623,3.67470822111989,3.69278735617838,0.253193520940497,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.152665235236398,0.166345358656453,0.0518398589390088,3.57984968529072,3.59428757269914,0.244213927213976,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.128689666618182,0.139800333007447,0.046800119532956,5.14854865381807,5.2099178865429,0.346095641256045,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.128568314831558,0.139878009187705,0.0471042424847996,5.15165849265162,5.21303337763878,0.345788771542865,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.128523290304769,0.13990289126032,0.0472131530565236,5.15281062341003,5.21417858564319,0.345677508433126,1
