"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","success_rate"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.127873271423019,0.135842394022487,0.0429357564743727,5.25523668788683,5.31724180734349,0.358337242332845,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.127847467134103,0.136684164002423,0.0438727597854032,5.25924461378642,5.32290957018836,0.357606866955189,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.12763964988347,0.134674114807281,0.0420611499789181,5.25259030680938,5.31320454596092,0.358842995031539,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.11721315190958,0.125831195640697,0.0440247762027219,6.30177450450074,6.36244374832907,0.42948363034861,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.117149574480635,0.125959057026171,0.0442892044100535,6.30509009588831,6.36484458850956,0.429135402057632,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.117125391688212,0.126002245269707,0.0443840425807125,6.30631757002759,6.36574473308635,0.429009385373314,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.116497137437899,0.123007066459586,0.0415487865136765,6.39147351427831,6.4592405808281,0.440781809050358,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.11638523064594,0.122083673271463,0.040750018234452,6.38706476068808,6.45746188261738,0.4417564486469,1
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.116050376145836,0.120884245558358,0.0400045646176366,6.38403583765955,6.4560331576849,0.442730014873794,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_lss",6,0.378775609488051,0.37594456460846,0.0422604875625242,2.5836423663773,2.37521656805997,0.462947146231975,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default",6,0.374247604570205,0.37640023819689,0.0619388870480255,1.29510924456948,1.22120491430929,0.221093948168009,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_sbhm",6,0.349534174532238,0.358274696374367,0.0243223579574393,2.81754000830448,2.54101847045801,0.573800630934436,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.283287080712835,0.27580000645653,0.0815367826680804,2.80175824083946,2.72174090198657,0.372661910188278,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.283209491786437,0.275685781589571,0.0816098341103758,2.80308295326355,2.72246675510382,0.373102321969479,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.283182277130468,0.275645967678848,0.0816350521597416,2.80354528695231,2.72272052288136,0.373255838482758,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.281162822480125,0.274094270929706,0.0799089850047428,2.84127961498983,2.76719808598185,0.370912892128763,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.280859895442727,0.27348452155258,0.080532815072794,2.84955686092497,2.77162186946709,0.373820960791251,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.28057264584636,0.273014843295606,0.0809094476142729,2.85545059755544,2.77483684264936,0.375800877880919,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.244709601022432,0.234967659649909,0.0783217420016094,3.65904980765398,3.48656480946623,0.496822177169243,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.244655022631652,0.234906884412427,0.0783838423258135,3.66080903965185,3.48772479213841,0.497373757594962,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.244635900430416,0.234885553337392,0.0784053388228881,3.66142145985382,3.48812800993571,0.497565906884726,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.242261881030752,0.232434763052751,0.0769502789878541,3.70983165833789,3.53340758306015,0.505243362168029,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.2420442026809,0.232247058600641,0.07741449327434,3.72178678544887,3.54204455866553,0.508902287537356,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.241838985089444,0.232037483021916,0.0777067678957464,3.72986997243558,3.54761591622209,0.511420429882926,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.215416996967382,0.205623513275202,0.0762296356020687,4.4936152281201,4.17248440314361,0.732340331648082,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.215374169907751,0.205586155623951,0.0762610150036447,4.49569802571826,4.17469571726962,0.732995797389096,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.215359194301955,0.205572954761208,0.0762719798973562,4.4964219424875,4.17546189070423,0.733224050621754,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.212918603578454,0.202954177482765,0.0756597036375931,4.5573221631125,4.2106721160567,0.75676192876117,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.212730711412786,0.202916275822804,0.0758014655987171,4.57229161118361,4.2290811355841,0.760930119527187,1
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.212563473261746,0.202806528902592,0.0759129945563845,4.58210520698702,4.24030436060349,0.763875735949035,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.353913955709349,0.3802769600684,0.0519262745526192,2.21071871505113,2.20461647257873,0.145288447119405,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.353831732444465,0.380183381789038,0.0518970374516883,2.27729224705434,2.27048898506924,0.152131878537472,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.353808789803395,0.380310904226373,0.0519783429737422,2.21666966295767,2.21075674893534,0.14661779766409,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.353802981185567,0.380150654845113,0.0518868348613443,2.30056429195359,2.29353234546682,0.154514701510394,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.353770706855973,0.380321243947236,0.0519963952704243,2.21879690397814,2.21294318194586,0.147082691424146,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.353743483855034,0.380343074760795,0.052017953803575,2.21259908225295,2.20688641800375,0.146678649837155,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.353742546534346,0.380343299659644,0.0520183868450387,2.21265076512045,2.20693937080748,0.146689783804808,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.35374223388801,0.380343374554089,0.0520185312378615,2.21266800236316,2.2069570310674,0.146693496553235,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.353722960098866,0.380213331466424,0.0519479861571866,2.28361008037797,2.27702311931805,0.153518578066682,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.353692940101285,0.380179197725073,0.0519373903448293,2.30701281528173,2.30020680837647,0.155921532539788,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.353683596777231,0.380222254765461,0.0519656460992439,2.28586751420807,2.27934887058266,0.154003617942384,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.353653126266457,0.380187622065534,0.0519549124625087,2.30931661680639,2.30258219069464,0.156413647092557,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.353648881890254,0.380235617025125,0.0519846171227888,2.28453245066838,2.27811057535209,0.154112362569554,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.353647911202768,0.380235805052562,0.0519850400437638,2.2845875186597,2.27816714165488,0.154124017239679,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.353647587428472,0.38023586765037,0.0519851810617472,2.284605884845,2.27818600698987,0.154127903628339,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.353615668783979,0.380197881843944,0.0519729391965173,2.30977298391727,2.30312163694534,0.15670954390151,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.353614686307089,0.380198056826932,0.0519733585477464,2.3098292632762,2.30317949676872,0.156721382185751,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.353614358600974,0.3801981150744,0.0519734983753379,2.30984803345333,2.30319879348271,0.156725329804974,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_lss",6,0.353579901947546,0.380159393825465,0.0519616532049777,2.3357783114714,2.32890427180762,0.15938975050618,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default",6,0.342764776580804,0.354058542135037,0.0525418027191832,1.07664636075794,1.06391392359684,0.0614493678297792,1
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","fmrilss_sbhm",6,0.304366762578549,0.302675367248956,0.0332643057956548,2.8103228095978,2.51296463253772,0.847625889493565,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_sbhm",6,0.263617780573307,0.272585992641681,0.0512048222274614,2.52754969408529,2.52584698400153,0.328675362339988,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_lss",6,0.261078398276293,0.25608738884228,0.0546332961240087,2.60083270675918,2.48709621366515,0.340341776576953,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default",6,0.243830380395155,0.243544638072126,0.0443540514818457,0.9829333872731,0.981792288158308,0.0204357653916751,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.156957055736386,0.178152424250884,0.0563630400664672,3.03502630917301,3.02015175497775,0.207562500209007,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.156053559503153,0.176570350564958,0.0574604328744784,3.04214205184774,3.02378346398977,0.210793585687083,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.154861277123901,0.174559438251186,0.0585065439162644,3.05121885778463,3.02942625824652,0.213567241388897,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.1531158885057,0.170037300006005,0.0615380019794701,2.98478629582946,2.9507920798797,0.216071329387284,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.152337808627433,0.168890342816126,0.0618605303848321,2.99222717668984,2.9567230466653,0.217834029282645,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.152046595016134,0.168463756758139,0.0619763046740915,2.9950699477527,2.9590048106325,0.218507266341848,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.127197034341509,0.145415686211175,0.0524169524364628,4.50936068549908,4.51756010604821,0.318368146614958,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.12665032004201,0.146486667140906,0.053426249125246,4.52071607284546,4.52373497137915,0.322278913189641,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.125936932864538,0.147392413838298,0.0544314864425258,4.53455470618219,4.53244945933615,0.325667703292135,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.124801207277434,0.144081332377289,0.057476025778454,4.46549252110886,4.44678244189886,0.328555469438609,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.124334452307609,0.143276918128176,0.0578286781454781,4.47519776423954,4.45425314641256,0.330819372562292,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.124159543964473,0.142978143411303,0.0579562874507071,4.47887837932269,4.45710711945424,0.331686257620941,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.114571939354845,0.13043820264391,0.0504584354658847,5.60197099281173,5.61816761552774,0.404044636619585,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.11417274809802,0.131578176141337,0.0514005796343186,5.61622916040017,5.62650731450162,0.408911098228827,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.113652924889176,0.132609549450235,0.0523580028044357,5.63322535484804,5.63769654397433,0.413161466871053,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.112522253195682,0.133536680192688,0.0552299851447766,5.59190194732733,5.57818617320179,0.419921613036043,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.112168161723179,0.132871957277749,0.0555794612446756,5.60338379850178,5.58708812412113,0.422639272475437,1
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.112035067083236,0.132624703400916,0.0557062351681167,5.60773048601588,5.59047971172671,0.423677709934408,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default",6,0.36763950226271,0.37599164786735,0.0569950963843878,1.05869658581103,1.0599814967173,0.0518091564700524,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_lss",6,0.352921438712492,0.362653307656489,0.0551475529714854,2.92644128856446,2.94540987549194,0.218718440498531,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.269280413003386,0.272609433221521,0.0368706296665572,3.11373597182165,3.14328387593402,0.192469402498875,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.268702189612218,0.271070663272826,0.0371847096874662,3.0858772106726,3.10620010564309,0.191976497148346,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.268527085877284,0.270876330660906,0.0372187356538761,3.08785850422554,3.10789798225101,0.192105196253842,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.268466825089827,0.270809797664969,0.0372305734130092,3.08854223490387,3.10848428788781,0.19214840506714,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.267822185105892,0.270552056331921,0.0369713662416521,3.13029351967325,3.15728912255488,0.195280940398391,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.266868860693328,0.269366288510456,0.0370953288132877,3.14115682365983,3.16643167148467,0.196448250768315,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.229617550240474,0.228504489283864,0.0386055096502597,4.06867684259723,4.14089213318849,0.267423332337939,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.229478747442964,0.228326115830833,0.0386037313058607,4.0713405913143,4.14295880956293,0.267680261703352,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.229430994252111,0.228265180123159,0.0386032413562168,4.07225830315842,4.14367179487941,0.267766866345011,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.229128154008339,0.2290847468188,0.0388647707023082,4.10681492829851,4.19312266664783,0.265512293747235,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.227965114655155,0.227047508064857,0.0387017980136905,4.1304868162054,4.21310128003511,0.270366476323357,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.227210598436731,0.225922158253848,0.0386474633080654,4.14544538702114,4.22593308422388,0.272532230966153,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.19904762176761,0.192986423726237,0.0372788693706884,5.05285255043729,5.09999144582894,0.345659980768596,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.198937337959907,0.19289408370005,0.0372744127414747,5.0559729380789,5.10282245004057,0.346100043086605,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.198899391108334,0.192862225359133,0.0372729434053669,5.05704679364918,5.10379726458823,0.346248529308078,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.198156699369073,0.19300763869133,0.0371410360610349,5.10290787655289,5.14942039622544,0.340881587596881,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.197243653089959,0.191099157272475,0.0370388141362655,5.13173775078619,5.17548486979694,0.348785837140274,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.196648180748821,0.190609649217353,0.0369980934883155,5.14952460027754,5.19161953657676,0.352410731906256,1
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","fmrilss_sbhm",6,0.166509167531707,0.168596512679624,0.0239359464757207,3.05499216628468,3.03621011168445,0.338749560615173,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default",6,0.345389965674373,0.359189415302729,0.0375330676006361,0.977796115257428,0.982946102545688,0.0201096235214817,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_lss",6,0.322592937726258,0.331205857751876,0.0396563033274207,3.4495459662589,3.4528649611555,0.190850554891693,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.267266430955342,0.269072691186083,0.0502583704019423,3.14820592208613,3.16738374547835,0.157274561339437,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.267098535470303,0.268505703643171,0.0503275623429904,3.15206228110217,3.17157376129261,0.157153880633438,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.267038426638734,0.268308858835874,0.050350976558484,3.15341885599504,3.17304948781494,0.15711773958121,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.01]",6,0.264713382907335,0.270777851799794,0.0495127548135477,3.19478918813665,3.20853611260174,0.16079764092293,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.264644386203561,0.273624244756401,0.0488694804606723,3.18104818125587,3.19170965567927,0.164017382261308,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.05|b=0.05]",6,0.263486364976704,0.276743882554206,0.0478911227801011,3.17101051588678,3.1787037357044,0.17056761464737,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.01]",6,0.218910448848749,0.218339213448336,0.0497926035990006,4.38244612665754,4.38807304459635,0.149548668034743,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.02]",6,0.218909903995181,0.218448672730002,0.0497665473790858,4.38120465641506,4.38647293270516,0.149694312810096,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.02|b=0.05]",6,0.218902657929979,0.218762634932951,0.0496898028180026,4.37769583714927,4.38194701563959,0.150140181472907,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.01]",6,0.213957809280345,0.2168250722489,0.0486509644217441,4.47801620649623,4.47258467848406,0.156498487303044,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.02]",6,0.212962119209059,0.218171883041953,0.0480063308246479,4.46865379021701,4.45921332983427,0.162657799563011,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.02|b=0.05]",6,0.210800872602119,0.219462628821428,0.047076962549345,4.46511890788521,4.44908817818064,0.173841497481485,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.01]",6,0.18049732810562,0.175100133709652,0.0484750465179486,5.73554852817359,5.71161709667262,0.196368987226882,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.02]",6,0.180460369378772,0.175150478015255,0.0484501593407639,5.73462014011186,5.71112237814562,0.196317103889297,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[absolute|x=0.01|b=0.05]",6,0.180348543159032,0.17529379211555,0.0483772999325569,5.73202722348042,5.70977857406796,0.196185649596873,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_sbhm",6,0.180168782264047,0.16827308289127,0.0372214099047428,3.52584859700968,3.45616607448681,0.270934768243377,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.01]",6,0.174814912091809,0.171834388900613,0.0475043142721341,5.88167000632169,5.86679580478999,0.208987471941941,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.02]",6,0.173363111289876,0.172273997587069,0.0469778457641106,5.87920442344334,5.87096345995036,0.210003500243243,1
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis[fractional|x=0.01|b=0.05]",6,0.170767939045154,0.17248723324642,0.0462652597616581,5.8849445994473,5.88318158346293,0.213773532078839,1
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default",6,0.340177686119999,0.34258099370481,0.0461291805742138,1.27844323207008,1.26442417679778,0.18838731126173,1
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_lss",6,0.293693533878674,0.294617715267017,0.0346456323913334,3.96907807328603,4.00839370367548,0.522479320228854,1
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.05]",6,0.181615728460357,0.186659950677182,0.0329762299897705,4.5523240184243,4.47645398945173,0.494447080831776,1
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.02]",6,0.181348675823124,0.18656208992038,0.0332864781851099,4.56038158924636,4.48501223581142,0.498293408794261,1
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_oasis[absolute|x=0.05|b=0.01]",6,0.18124780645965,0.186520879431215,0.033398234241383,4.56339870758432,4.48823999408103,0.499706915441403,1
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_oasis[fractional|x=0.05|b=0.02]",6,0.179475496758992,0.183303234926173,0.0298267302388921,4.64849660476769,4.57191399534925,0.470977645044829,1
