"method","mean_cor","mean_rmse","mean_sign_acc","beta_dist"
"fmrilss_lss",0.336713480781638,2.75181264134924,0.609722222222222,"normal"
"fmrilss_sbhm",0.211414098150938,4.47021772227631,0.564351851851852,"normal"
"st_default",0.360811455634812,0.973886397274144,0.625462962962963,"normal"
"fmrilss_lss",0.390497499693345,3.19276719263621,0.632175925925926,"lognormal"
"fmrilss_sbhm",0.263349308975598,4.824295868839,0.588657407407407,"lognormal"
"st_default",0.413963305322401,1.21843547134693,0.64212962962963,"lognormal"
