"rep","method","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","scenario","regime","global_hrf","hetero"
1,"st_default",0.369846856479551,1.07206953731314,-0.93122894114204,-0.040082551583437,0.615740740740741,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_lss",0.348102445918108,3.18669361406927,0.00295600101171873,0.0385670448661295,0.613425925925926,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.255387785685483,4.82245660738929,0.0954742703724721,0.0321500301425304,0.550925925925926,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.251152713440323,4.94109649252425,0.103394952978133,0.0336294678434474,0.541666666666667,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.3055815178663,3.01036978262054,-0.148365555452245,0.0043986721909731,0.56712962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.301184983785063,3.07881661611359,-0.142944332765802,0.00671678539861234,0.564814814814815,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.255378756829891,4.81658933987031,0.0942755007920669,0.0322174146401696,0.550925925925926,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.25084567261167,4.91827349820062,0.0983989009687705,0.0299367861214212,0.543981481481482,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[absolute|x=0.05|b=0.05]",0.305584892011621,3.00717599886884,-0.149241350078208,0.00460712522402455,0.56712962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_oasis[fractional|x=0.05|b=0.05]",0.30086730142126,3.06650070116178,-0.14683962901182,0.00372986409531525,0.560185185185185,TRUE,NA,"medium__nominal__none","medium","nominal","none"
1,"fmrilss_sbhm",0.23712692141496,3.74009688065259,-0.157548823373928,-0.0714936778619226,0.564814814814815,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"st_default",0.294485666240686,0.949179870283714,-0.97261921669855,-0.000802839447990435,0.585648148148148,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_lss",0.270850854482522,2.62398518578084,-0.174765686787878,0.0503367143873719,0.571759259259259,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.15390075646427,4.54760385181443,-0.21260406634454,-0.00670725484194382,0.569444444444444,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.158535502371594,4.68429693884678,-0.160413285805901,-0.00438655574429716,0.553240740740741,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.209635678703842,2.844073011793,-0.333853146330937,-0.000605010904285788,0.571759259259259,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.213339427669708,2.93148119933669,-0.297038384308144,0.000510596617398031,0.581018518518518,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.154518927863227,4.54294244735267,-0.20993025023527,-0.00648016056851331,0.571759259259259,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.161289127836009,4.68605674391999,-0.144592597059955,-0.00400567315169399,0.55787037037037,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[absolute|x=0.05|b=0.05]",0.210273963585548,2.8415053445703,-0.332135078678571,-0.000460811904035447,0.574074074074074,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_oasis[fractional|x=0.05|b=0.05]",0.215762106216276,2.93293227958529,-0.287616964021117,0.000536976794768122,0.587962962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
2,"fmrilss_sbhm",0.145256163594206,4.80094790165227,-0.511057623552058,0.107075555597379,0.548611111111111,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"st_default",0.357790644483494,1.08290155738502,-0.964101864597822,0.00829866487242992,0.604166666666667,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_lss",0.337498545689482,3.64359857925114,0.115954520105722,-0.00364245404711187,0.604166666666667,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.0834637648415448,5.34860267907327,-0.590350449427126,0.037035325983277,0.513888888888889,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.0763677832327603,5.5461308153445,-0.60786425425267,0.0419505461167434,0.511574074074074,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.173788611844432,3.4825420891985,-0.452283798927285,0.0183501682755921,0.539351851851852,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.16624717995567,3.59348318380987,-0.457424707629558,0.0212411829135716,0.532407407407407,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.0834842082222196,5.34743693903177,-0.590208871264754,0.0371628510583447,0.511574074074074,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.0756715705353263,5.55288612701853,-0.610240226269473,0.0444099064779183,0.511574074074074,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[absolute|x=0.05|b=0.05]",0.173890225815807,3.48144207561233,-0.452008575384903,0.0184310584809447,0.539351851851852,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_oasis[fractional|x=0.05|b=0.05]",0.165686510893169,3.59326725525485,-0.458688768563875,0.0233794164469469,0.534722222222222,TRUE,NA,"medium__nominal__none","medium","nominal","none"
3,"fmrilss_sbhm",0.260211760413009,4.78012107744805,0.0493028420720912,0.0505788654891829,0.587962962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"st_default",0.379012187184193,0.992491710064561,-0.918510632619154,-0.00219752954689035,0.638888888888889,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_lss",0.342044850743287,3.50534193076348,0.161699946320737,0.0445736896290564,0.62962962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.114034303146921,5.08487859233451,-0.412781712810148,0.071685548020704,0.546296296296296,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.108760992446046,5.25530710999314,-0.439506770909084,0.0671174205279284,0.537037037037037,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.191470245284186,3.31916112360065,-0.386545329453808,0.0415040832640491,0.569444444444444,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.185732589780223,3.42299328201724,-0.396238077045873,0.0375651104729356,0.555555555555556,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.11413433438121,5.08231506517129,-0.414007232146154,0.0711548604482462,0.548611111111111,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.108375249704722,5.25923479161289,-0.448408597003083,0.0643719549207084,0.532407407407407,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[absolute|x=0.05|b=0.05]",0.191638432168773,3.3178269472758,-0.387002038427762,0.0411056255100798,0.571759259259259,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_oasis[fractional|x=0.05|b=0.05]",0.185186232425207,3.42542943401848,-0.401230425279588,0.0354099174080619,0.560185185185185,TRUE,NA,"medium__nominal__none","medium","nominal","none"
4,"fmrilss_sbhm",0.161508744510825,5.415184198972,-0.300738117683109,-0.0332718275037588,0.581018518518518,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"st_default",0.353288615758634,1.05562356481327,-0.906781090514928,-0.00381903888955733,0.625,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_lss",0.345287336864215,3.95772562644526,0.31356654319459,-0.00997197000620772,0.622685185185185,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.18241080573394,5.30002351593827,-0.129036697063142,-0.0370378833478767,0.541666666666667,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.177476869457813,5.47388253992856,-0.125724999515129,-0.0360852641972498,0.541666666666667,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.245648480041625,3.42607398961439,-0.222814776007637,-0.0258820917951523,0.56712962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.240846702403654,3.52910314827072,-0.21615089035673,-0.0239907647815852,0.560185185185185,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.182457255135381,5.29690562673767,-0.129182296257265,-0.0367778682812954,0.541666666666667,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.17717072551742,5.46965799721022,-0.128820478279251,-0.0364618198103323,0.537037037037037,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[absolute|x=0.05|b=0.05]",0.245736805483672,3.42463343661328,-0.222767484310569,-0.0255624236925047,0.56712962962963,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_oasis[fractional|x=0.05|b=0.05]",0.240597674312771,3.52516366922954,-0.218234509511802,-0.0240459440872992,0.5625,TRUE,NA,"medium__nominal__none","medium","nominal","none"
5,"fmrilss_sbhm",0.255444524908626,4.91573937714715,0.18065150457642,-0.153610407870886,0.546296296296296,TRUE,NA,"medium__nominal__none","medium","nominal","none"
6,"st_default",0.335106020517919,1.11318424263231,-0.96389508379218,0.00113009635616078,0.611111111111111,TRUE,NA,"medium__nominal__none","medium","nominal","none"
6,"fmrilss_lss",0.345120617816202,3.19486915566195,0.0166337963227178,0.0547792495948765,0.585648148148148,TRUE,NA,"medium__nominal__none","medium","nominal","none"
6,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.161761814452049,5.27217572332036,-0.14848717564947,0.0635663191595459,0.555555555555556,TRUE,NA,"medium__nominal__none","medium","nominal","none"
6,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.157127190664178,5.36890602559972,-0.157464364872601,0.062045683658746,0.546296296296296,TRUE,NA,"medium__nominal__none","medium","nominal","none"
