"rep","method","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","scenario","hrf_regime","ar_regime","isi_regime","amp_regime","cell"
1,"st_default",0.319507728801582,0.90192009836753,-0.960910781168582,-0.00566044336035544,0.583333333333333,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_lss",0.313880272981443,2.26279194967151,-0.188640694653582,-0.00816647575137409,0.585648148148148,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.01|b=0.01]",0.0926054710722623,5.18096615078969,-0.521604560849554,-0.0227631457956126,0.513888888888889,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.01|b=0.01]",0.0938820692688295,5.27732593440703,-0.50552050491118,-0.0344441740610266,0.511574074074074,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.02|b=0.01]",0.103476997914979,4.12180484434838,-0.568779051396187,-0.0203577828826536,0.516203703703704,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.02|b=0.01]",0.103292484646029,4.20662112375115,-0.559833798734658,-0.0317284105576043,0.516203703703704,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.05|b=0.01]",0.1326026954298,2.85481476124737,-0.608326367000662,-0.0143903090627091,0.523148148148148,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.05|b=0.01]",0.130756954683959,2.91773542941278,-0.605110148325623,-0.0254524455389056,0.527777777777778,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.01|b=0.02]",0.0926967190686494,5.17928257005238,-0.521188609174401,-0.0232902754277517,0.516203703703704,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.01|b=0.02]",0.0944087661671261,5.27900446473314,-0.502759560164724,-0.0375247310161153,0.511574074074074,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.10354314746336,4.11997954033507,-0.568592676758946,-0.0208644106797489,0.513888888888889,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.103556625507323,4.20527229422443,-0.558739729974727,-0.0346819406875887,0.516203703703704,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.132686164211114,2.85289331274418,-0.608294001169413,-0.014868832851099,0.523148148148148,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.130890109736088,2.91404894942551,-0.60512193715421,-0.0282723753435038,0.525462962962963,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.01|b=0.05]",0.0929439815274617,5.17504300859536,-0.520051717341359,-0.0247144127427084,0.516203703703704,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.01|b=0.05]",0.0948547025526182,5.28261643237538,-0.500523407278778,-0.0404940602487486,0.509259259259259,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.103720017713858,4.11529703697818,-0.568083476912387,-0.022232886089261,0.509259259259259,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.103695121646336,4.20585230344429,-0.558189580501431,-0.0375615151703677,0.513888888888889,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[absolute|x=0.05|b=0.05]",0.132905778772768,2.84790665655852,-0.608204180182805,-0.0161621103730206,0.525462962962963,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_oasis[fractional|x=0.05|b=0.05]",0.130784850927605,2.91217002362836,-0.605710121846006,-0.0310638283513992,0.527777777777778,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
1,"fmrilss_sbhm",0.15531245298714,2.9250237978801,-0.468609987514757,0.0109622938667465,0.564814814814815,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"st_default",0.364044257749408,1.04460401613583,-0.967398921051106,-0.00925647801301902,0.648148148148148,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_lss",0.337163466304537,2.84700744720387,-0.0476941968067418,0.0308129399757896,0.641203703703704,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.01|b=0.01]",0.230224063996412,6.21568570202521,0.402088770446197,0.114883060549525,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.01|b=0.01]",0.226869844307032,6.3004604718435,0.396945485315408,0.11360967430411,0.615740740740741,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.02|b=0.01]",0.254584432079591,4.85617389705084,0.218513988839022,0.0811503820115292,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.02|b=0.01]",0.251271454407163,4.94090568469985,0.221461694670937,0.0793564956041743,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.05|b=0.01]",0.295114234374145,3.27540761025167,-0.0427344888976961,0.0462319736574189,0.625,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.05|b=0.01]",0.292403011633683,3.34203523298802,-0.0333345639423453,0.0430602845215138,0.62962962962963,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.01|b=0.02]",0.230213149558112,6.21225251961381,0.40114811847753,0.11467956449614,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.01|b=0.02]",0.226254357358753,6.28699691138138,0.389524310554535,0.111633733267909,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.02|b=0.02]",0.254605300617599,4.85316495479065,0.217804672249637,0.0809409242068996,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.02|b=0.02]",0.250804239578558,4.92946825604189,0.215918049182715,0.0774025171825809,0.622685185185185,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.05|b=0.02]",0.295210755269685,3.27279397796248,-0.0432117995252992,0.046005464505008,0.625,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.05|b=0.02]",0.292169115174881,3.33305808036485,-0.0369965633437205,0.0410474115011027,0.627314814814815,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.01|b=0.05]",0.230169264302706,6.20318684784433,0.398560868534187,0.114121038200905,0.615740740740741,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.01|b=0.05]",0.225541681392999,6.27423506457944,0.381845766237206,0.108623605052176,0.611111111111111,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[absolute|x=0.02|b=0.05]",0.254646335813689,4.84522837192269,0.215855538873169,0.0803669546533221,0.618055555555556,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
2,"fmrilss_oasis[fractional|x=0.02|b=0.05]",0.25021214124113,4.91920277278927,0.210211239521215,0.0744921988949923,0.615740740740741,TRUE,NA,"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","nominal","ar_iid","isi_dense","amp_none","h1_r1_c1"
