"scenario","method","n_old","mean_cor_old","median_cor_old","sd_cor_old","mean_rmse_old","median_rmse_old","sd_rmse_old","mean_slope_bias_old","median_slope_bias_old","sd_slope_bias_old","mean_abs_slope_bias_old","mean_intercept_bias_old","median_intercept_bias_old","sd_intercept_bias_old","mean_abs_intercept_bias_old","mean_sign_acc_old","median_sign_acc_old","sd_sign_acc_old","success_rate_old","regime","lag","widen","run_old","n_new","mean_cor_new","median_cor_new","sd_cor_new","mean_rmse_new","median_rmse_new","sd_rmse_new","mean_slope_bias_new","median_slope_bias_new","sd_slope_bias_new","mean_abs_slope_bias_new","mean_intercept_bias_new","median_intercept_bias_new","sd_intercept_bias_new","mean_abs_intercept_bias_new","mean_sign_acc_new","median_sign_acc_new","sd_sign_acc_new","success_rate_new","run_new","delta_cor","delta_rmse","delta_sign_acc"
"medium__lag1__widen2","fmrilss_sbhm",20,0.231965317936431,0.221837039048051,0.0431842522305278,2.97754075563017,2.9048886087908,0.407699024568742,-0.335679434467926,-0.357175056911502,0.177899977157062,0.341229604029172,-0.00376168647810127,0.0128343584430892,0.07695450502195,0.0569620766675371,0.573958333333333,0.574074074074074,0.0275992782531852,1,"medium",1,2,"before",20,0.226370446837887,0.216663522859819,0.0520932744755968,2.88467151667236,2.73377914441441,0.525786763629783,-0.401489409737968,-0.426403689344671,0.173813396914138,0.401489409737968,0.00900055973669021,0.0120313929507511,0.0763855744978708,0.0557805937055894,0.580555555555556,0.583333333333333,0.0251744688243116,1,"after",-0.00559487109854398,-0.0928692389578099,0.00659722222222303
"medium__lag1__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.186471977951882,0.192233801530352,0.0520517350120636,3.04296484918186,3.06479800723267,0.181150327178481,-0.433152251027644,-0.454414209828174,0.152243166111024,0.433152251027644,-0.00729176483607064,-0.00950940137251183,0.0445560089098694,0.0357920495226493,0.566550925925926,0.565972222222222,0.0273673689917707,1,"medium",1,2,"before",20,0.31395882074207,0.308678842134955,0.033727673933644,2.58392874736624,2.60511153450537,0.239187115944687,-0.164876228494262,-0.152793065500747,0.133961238910742,0.172427761285456,-0.0125073400617061,-0.00772202926691451,0.0622383095493994,0.0490539991611104,0.601967592592593,0.603009259259259,0.0209679294110317,1,"after",0.127486842790188,-0.45903610181562,0.035416666666667
"medium__lag1__widen1","st_default",20,0.331411930907426,0.31531973065707,0.0477246517909793,1.022857473861,1.01313593468341,0.0644061504936122,-0.929737250943895,-0.949964397052916,0.0494015107740789,0.929737250943895,0.00414379144205563,0.00394137292807023,0.0175556386710455,0.0131125317227931,0.608796296296296,0.608796296296296,0.0195410899965389,1,"medium",1,1,"before",20,0.331411930907426,0.31531973065707,0.0477246517909793,1.022857473861,1.01313593468341,0.0644061504936122,-0.929737250943895,-0.949964397052916,0.0494015107740789,0.929737250943895,0.00414379144205563,0.00394137292807023,0.0175556386710455,0.0131125317227931,0.608796296296296,0.608796296296296,0.0195410899965389,1,"after",0,0,0
"medium__lag1__widen1","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.305066931731746,0.304196856629862,0.0350527060285274,2.87754616073568,2.82233599689888,0.30914194202999,-0.118737686545463,-0.130101448191812,0.1511658204382,0.163663691239553,0.0103209965803667,-0.00401712093062687,0.0665284051342608,0.0480315268682619,0.597106481481481,0.594907407407407,0.0177005478878765,1,"medium",1,1,"before",20,0.305066931731746,0.304196856629862,0.0350527060285274,2.87754616073568,2.82233599689888,0.30914194202999,-0.118737686545463,-0.130101448191812,0.1511658204382,0.163663691239553,0.0103209965803667,-0.00401712093062687,0.0665284051342608,0.0480315268682619,0.597106481481481,0.594907407407407,0.0177005478878765,1,"after",0,0,0
"medium__lag1__widen1","fmrilss_lss",20,0.303149988186612,0.302356683693701,0.0352873242746616,3.10535749886239,3.05108302449399,0.344990102602308,-0.0550089723807741,-0.0664189879356458,0.162685345745459,0.13124408882055,0.00258731913895621,0.00508339004951389,0.072636348830872,0.0564412492845086,0.596412037037037,0.596064814814815,0.0175854575404943,1,"medium",1,1,"before",20,0.303149988186612,0.302356683693701,0.0352873242746616,3.10535749886239,3.05108302449399,0.344990102602308,-0.0550089723807741,-0.0664189879356458,0.162685345745459,0.13124408882055,0.00258731913895621,0.00508339004951389,0.072636348830872,0.0564412492845086,0.596412037037037,0.596064814814815,0.0175854575404943,1,"after",0,0,0
"medium__lag1__widen1","fmrilss_sbhm",20,0.239749151656905,0.24001710949061,0.0495094569266689,3.2342506220728,3.13149787762418,0.497979696442606,-0.239116142697651,-0.283263628904296,0.19411449570778,0.264139678531032,0.00109104897648629,-0.00583115232121593,0.0777391110136318,0.0575297491480532,0.577314814814815,0.572916666666667,0.0220550894983845,1,"medium",1,1,"before",20,0.235894035146117,0.219469120445023,0.0581105967685454,3.05062231470089,2.98705677240996,0.327861503495068,-0.273909369239429,-0.278177641745817,0.170531752123092,0.28307392047101,0.028846165401894,0.0198911629090837,0.0795445711199166,0.0626804106586674,0.576388888888889,0.574074074074074,0.0235227966516142,1,"after",-0.00385511651078799,-0.18362830737191,-0.000925925925925997
"medium__lag1__widen0","st_default",20,0.380554568973964,0.386389504699119,0.0387657289428564,1.00603930820419,0.993869111874149,0.0666897262942219,-0.921551497531234,-0.939334275126758,0.0485958847572989,0.921551497531234,0.004333516297307,0.0053768795052363,0.0109875117507328,0.0099761117157176,0.627662037037037,0.62962962962963,0.0218866161129623,1,"medium",1,0,"before",20,0.380554568973964,0.386389504699119,0.0387657289428564,1.00603930820419,0.993869111874149,0.0666897262942219,-0.921551497531234,-0.939334275126758,0.0485958847572989,0.921551497531234,0.004333516297307,0.0053768795052363,0.0109875117507328,0.0099761117157176,0.627662037037037,0.62962962962963,0.0218866161129623,1,"after",0,0,0
"medium__lag1__widen0","fmrilss_lss",20,0.364428602633505,0.366216104756282,0.0344052443426038,2.62880560427144,2.64348291618879,0.183884902500902,-0.0137206970370349,-0.0236394860879905,0.128163241705002,0.105116192610096,0.0141812393424794,-0.00464280293784114,0.0728684754558623,0.0554315110619012,0.619560185185185,0.621527777777778,0.0198030807060636,1,"medium",1,0,"before",20,0.364428602633505,0.366216104756282,0.0344052443426038,2.62880560427144,2.64348291618879,0.183884902500902,-0.0137206970370349,-0.0236394860879905,0.128163241705002,0.105116192610096,0.0141812393424794,-0.00464280293784114,0.0728684754558623,0.0554315110619012,0.619560185185185,0.621527777777778,0.0198030807060636,1,"after",0,0,0
"medium__lag1__widen0","fmrilss_sbhm",20,0.2407503823908,0.23475457318686,0.0412522730279663,2.79569340073413,2.78539127352177,0.284908729427807,-0.337711329531453,-0.389400341039102,0.148217303917496,0.337711329531453,-0.00961306945102702,0.00374532239336157,0.109942244328602,0.0800034252566028,0.578819444444444,0.571759259259259,0.021221941453123,1,"medium",1,0,"before",20,0.228800617362812,0.219254536508086,0.0595650042752484,2.83921126331431,2.77592026779556,0.394912996349858,-0.375909270799268,-0.37247492218374,0.216035688693169,0.382954225132369,0.0211110034564651,0.0264268296460351,0.0925951462609854,0.0723413006337318,0.580092592592593,0.581018518518519,0.0159740760853107,1,"after",-0.011949765027988,0.0435178625801802,0.00127314814814905
"medium__lag1__widen0","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.233991703712173,0.226910509927345,0.0432820597033525,2.5024069344688,2.50654572973507,0.161963578650168,-0.428002782626455,-0.444501183863974,0.103829148401831,0.428002782626455,0.0190912759002684,0.0198703113903343,0.0342404284142979,0.0320109332415035,0.58125,0.583333333333333,0.0207301973863316,1,"medium",1,0,"before",20,0.36540077125104,0.367745921897538,0.034139583954621,2.46738401716467,2.47599949476902,0.171702488768651,-0.0709738510840792,-0.079609353825212,0.120430768633648,0.110692284155985,0.0169500801779241,0.000707056340369277,0.0671960990145079,0.0511591931344179,0.619791666666667,0.623842592592593,0.0187436817020302,1,"after",0.131409067538867,-0.0350229173041297,0.0385416666666669
"medium__lag0__widen2","st_default",20,0.319306229087807,0.316848115957744,0.0371068596121838,1.02920681481047,1.0264048905629,0.0679048337286135,-0.947690635075932,-0.958466740527309,0.0357180080498243,0.947690635075932,0.00688704147861201,0.0054123438351751,0.0196823578391877,0.0150460678414688,0.605787037037037,0.605324074074074,0.020097465296094,1,"medium",0,2,"before",20,0.319306229087807,0.316848115957744,0.0371068596121838,1.02920681481047,1.0264048905629,0.0679048337286135,-0.947690635075932,-0.958466740527309,0.0357180080498243,0.947690635075932,0.00688704147861201,0.0054123438351751,0.0196823578391877,0.0150460678414688,0.605787037037037,0.605324074074074,0.020097465296094,1,"after",0,0,0
"medium__lag0__widen2","fmrilss_lss",20,0.308055517188067,0.309471336247282,0.0327817448218913,2.86490224362372,2.90560494141016,0.30707908843266,-0.0951600621162853,-0.0884358586236177,0.192584174226741,0.168069207726702,0.0246774735007364,0.0240969683409096,0.0719919562079036,0.0555742162558533,0.600694444444444,0.599537037037037,0.0179068701778624,1,"medium",0,2,"before",20,0.308055517188067,0.309471336247282,0.0327817448218913,2.86490224362372,2.90560494141016,0.30707908843266,-0.0951600621162853,-0.0884358586236177,0.192584174226741,0.168069207726702,0.0246774735007364,0.0240969683409096,0.0719919562079036,0.0555742162558533,0.600694444444444,0.599537037037037,0.0179068701778624,1,"after",0,0,0
"medium__lag0__widen2","fmrilss_sbhm",20,0.208942324791237,0.212120372427087,0.0441338087242142,3.01272588464243,2.99671640013417,0.40479602505879,-0.36795323119447,-0.384710844791151,0.211544429153278,0.372961590665107,0.0188633194941937,-0.00546932590953885,0.0892109447688835,0.0710889764728534,0.573032407407407,0.568287037037037,0.0205741814310209,1,"medium",0,2,"before",20,0.201309411916652,0.199856356096056,0.0558766230683584,2.88443370216773,2.83383397501624,0.451932732441833,-0.446511293482459,-0.494938396856963,0.194293476464132,0.446511293482459,0.0126088265085849,-0.0166147043524202,0.112311530576364,0.0875614857701943,0.571180555555556,0.570601851851852,0.0219458092328579,1,"after",-0.00763291287458501,-0.1282921824747,-0.00185185185185099
"medium__lag0__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.199852126310745,0.211291222652383,0.0459133909037085,2.88941317034997,2.87336846348736,0.240146099305757,-0.420624762428778,-0.431779264351136,0.143849557910438,0.420624762428778,0.0234925657052334,0.0174008091449261,0.0550235936860901,0.0476780823319562,0.56712962962963,0.565972222222222,0.0185032832065865,1,"medium",0,2,"before",20,0.308931453980026,0.309787283877137,0.0328344272651633,2.68136241491277,2.72231722310956,0.279651747729491,-0.152577503910925,-0.14570499071894,0.180379019923633,0.192574533661196,0.0292212333953042,0.0242714270914147,0.0722195439718218,0.058394207131759,0.603240740740741,0.603009259259259,0.018539826921989,1,"after",0.109079327669281,-0.2080507554372,0.036111111111111
"medium__lag0__widen1","st_default",20,0.411110083648574,0.408810641052938,0.0405342249296554,1.00334998945731,0.986165362991098,0.0692079269743259,-0.912372953764074,-0.933581232392537,0.0551281499681212,0.912372953764074,0.00456809967640752,0.00421581463635953,0.013198029284468,0.0116791081897728,0.634490740740741,0.634259259259259,0.0184559738150196,1,"medium",0,1,"before",20,0.411110083648574,0.408810641052938,0.0405342249296554,1.00334998945731,0.986165362991098,0.0692079269743259,-0.912372953764074,-0.933581232392537,0.0551281499681212,0.912372953764074,0.00456809967640752,0.00421581463635953,0.013198029284468,0.0116791081897728,0.634490740740741,0.634259259259259,0.0184559738150196,1,"after",0,0,0
"medium__lag0__widen1","fmrilss_lss",20,0.38584196522444,0.390318556054562,0.0369265399724363,2.52879951958802,2.49387487481,0.19721371545507,0.00760670926009368,-0.0036525428573791,0.116552296632233,0.0913972791556958,0.0286804555849087,0.0263634146841406,0.06062392955009,0.0544467410380627,0.622106481481482,0.619212962962963,0.0186229238887583,1,"medium",0,1,"before",20,0.38584196522444,0.390318556054562,0.0369265399724363,2.52879951958802,2.49387487481,0.19721371545507,0.00760670926009368,-0.0036525428573791,0.116552296632233,0.0913972791556958,0.0286804555849087,0.0263634146841406,0.06062392955009,0.0544467410380627,0.622106481481482,0.619212962962963,0.0186229238887583,1,"after",0,0,0
"medium__lag0__widen1","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.257267598118485,0.243492983027217,0.04458011523596,2.45816354090962,2.4342343982615,0.131694608403273,-0.378441483538866,-0.397856657269024,0.102849899596086,0.378441483538866,0.0311318367436825,0.0261248977216768,0.0476393765055329,0.042707622330245,0.589814814814815,0.58912037037037,0.0215924613559652,1,"medium",0,1,"before",20,0.386724051934768,0.391133123299591,0.0365908036488324,2.3860318500001,2.35964382619231,0.183165670014,-0.0471936457011769,-0.057660404477112,0.109478697249026,0.100357703676513,0.0292627574049709,0.029174494811434,0.0604410240880754,0.0547186149642403,0.621759259259259,0.62037037037037,0.0182020968833493,1,"after",0.129456453816283,-0.07213169090952,0.031944444444444
"medium__lag0__widen1","fmrilss_sbhm",20,0.216115681746886,0.206248502596289,0.0552256792445898,2.7943267487061,2.67877864686902,0.378468692955978,-0.391382853850089,-0.407155160660169,0.147573449377247,0.391382853850089,0.0423908187192163,0.0421516532140359,0.098964571927479,0.081711129352263,0.575347222222222,0.586805555555556,0.029140112529289,1,"medium",0,1,"before",20,0.221657710991354,0.226157940454899,0.0440520603607456,3.05510931174704,2.74582746538991,0.696226555009942,-0.385747091996741,-0.395837587169227,0.163286742384471,0.385747091996741,0.0381580464106848,0.00730927564181677,0.130157568931305,0.0955075589305095,0.572453703703704,0.581018518518518,0.023975233819308,1,"after",0.005542029244468,0.26078256304094,-0.00289351851851805
"medium__lag0__widen0","st_default",20,0.392746737852281,0.392840471274958,0.0377047306280242,1.00604353731788,0.999898132498484,0.0610651650588019,-0.920870592528951,-0.933189398597992,0.0406919399860103,0.920870592528951,0.00441973992046776,0.00430207269397969,0.0137307714470031,0.0118612684174277,0.635763888888889,0.623842592592593,0.0289342105098999,1,"medium",0,0,"before",20,0.392746737852281,0.392840471274958,0.0377047306280242,1.00604353731788,0.999898132498484,0.0610651650588019,-0.920870592528951,-0.933189398597992,0.0406919399860103,0.920870592528951,0.00441973992046776,0.00430207269397969,0.0137307714470031,0.0118612684174277,0.635763888888889,0.623842592592593,0.0289342105098999,1,"after",0,0,0
"medium__lag0__widen0","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.372422247840827,0.371887677403689,0.0301396023344712,2.48973229851987,2.50843687025729,0.183567405430267,-0.0308623731360231,-0.0384959520564139,0.126431107965152,0.110518960379771,0.00557406136194206,0.00690036182051585,0.0432548399884118,0.0327917721963854,0.623842592592593,0.612268518518519,0.0253853148881446,1,"medium",0,0,"before",20,0.372422247840827,0.371887677403689,0.0301396023344712,2.48973229851987,2.50843687025729,0.183567405430267,-0.0308623731360231,-0.0384959520564139,0.126431107965152,0.110518960379771,0.00557406136194206,0.00690036182051585,0.0432548399884118,0.0327917721963854,0.623842592592593,0.612268518518519,0.0253853148881446,1,"after",0,0,0
"medium__lag0__widen0","fmrilss_lss",20,0.371740543886944,0.370726565020338,0.0301627394402385,2.64717555360524,2.66887310141115,0.196481157220551,0.0290375706698541,0.0209371377103014,0.133436027111762,0.11472200555232,0.00184192427488269,-0.00138857811989104,0.0450149356479154,0.0331176323913073,0.622106481481482,0.614583333333333,0.0245537545573358,1,"medium",0,0,"before",20,0.371740543886944,0.370726565020338,0.0301627394402385,2.64717555360524,2.66887310141115,0.196481157220551,0.0290375706698541,0.0209371377103014,0.133436027111762,0.11472200555232,0.00184192427488269,-0.00138857811989104,0.0450149356479154,0.0331176323913073,0.622106481481482,0.614583333333333,0.0245537545573358,1,"after",0,0,0
"medium__lag0__widen0","fmrilss_sbhm",20,0.204178626195436,0.208188710786534,0.054750103743953,2.86434972509284,2.77468316134406,0.487525208275793,-0.39800657700822,-0.45865171374115,0.196675395994213,0.39800657700822,0.0125524792492506,-0.00954307581694324,0.0773415575446266,0.058842820952935,0.570138888888889,0.569444444444444,0.0215728609452363,1,"medium",0,0,"before",20,0.176322022293891,0.171701588019845,0.0425133416891195,3.18483258739794,2.99609075248977,0.688622387083048,-0.504388523423698,-0.511564830881247,0.165739829409479,0.504388523423698,0.0117186284060933,0.0282921043293671,0.0975414897427788,0.0726479886109367,0.5625,0.5625,0.0218314612301624,1,"after",-0.027856603901545,0.3204828623051,-0.00763888888888897
"hard__lag3__widen2","fmrilss_sbhm",20,0.222408383771758,0.218098206949963,0.0373028503118879,3.65907965548694,3.65085295668264,0.662895261119639,-0.329622279830144,-0.346978548386658,0.144136650654523,0.329927893939283,0.00266418747732396,-0.009056759035822,0.100374855429662,0.0740182019547325,0.567361111111111,0.563657407407407,0.0234856007449401,1,"hard",3,2,"before",20,0.201418960866645,0.203214295210528,0.0480481197210125,3.47676567450509,3.25016122661471,0.757815650263411,-0.413441358388795,-0.429948029638229,0.132208066014057,0.413441358388795,-0.00539690533741291,-0.0105895638109342,0.105550940123634,0.0769627776644926,0.552662037037037,0.553240740740741,0.0210939808367965,1,"after",-0.020989422905113,-0.18231398098185,-0.014699074074074
"hard__lag3__widen2","fmrilss_lss",20,0.171106905701456,0.169795380419901,0.033075472726601,3.47322837403206,3.48035370878267,0.352935846717427,-0.466994214101356,-0.457920168561417,0.100442901586118,0.466994214101356,-0.0021943693208695,-0.019185349517668,0.0823264597774196,0.0629857904969953,0.546180555555556,0.545138888888889,0.0126670797143762,1,"hard",3,2,"before",20,0.171106905701456,0.169795380419901,0.033075472726601,3.47322837403206,3.48035370878267,0.352935846717427,-0.466994214101356,-0.457920168561417,0.100442901586118,0.466994214101356,-0.0021943693208695,-0.019185349517668,0.0823264597774196,0.0629857904969953,0.546180555555556,0.545138888888889,0.0126670797143762,1,"after",0,0,0
"hard__lag3__widen2","st_default",20,0.142781072910587,0.141091977435891,0.0391769989796872,1.2194600613191,1.2004796170596,0.0946371739707468,-0.976055265303606,-0.978877356005759,0.010291121174586,0.976055265303606,-0.00465540533411167,-0.00406445192226219,0.0307595514694042,0.0197455361995238,0.553240740740741,0.553240740740741,0.0188056444551758,1,"hard",3,2,"before",20,0.142781072910587,0.141091977435891,0.0391769989796872,1.2194600613191,1.2004796170596,0.0946371739707468,-0.976055265303606,-0.978877356005759,0.010291121174586,0.976055265303606,-0.00465540533411167,-0.00406445192226219,0.0307595514694042,0.0197455361995238,0.553240740740741,0.553240740740741,0.0188056444551758,1,"after",0,0,0
"hard__lag3__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.0934956415077031,0.0836765654133322,0.0607462236170156,3.91833955996069,3.90061460298056,0.306120960831963,-0.663478862161891,-0.649463448214355,0.208883751788875,0.663478862161891,0.000450997721918284,-0.00588625517817547,0.0914022027501894,0.0714489752662834,0.530439814814815,0.534722222222222,0.0261813316732685,1,"hard",3,2,"before",20,0.171339779982198,0.169220142861826,0.0330383014263415,3.27013371219683,3.27648405858412,0.326708331115391,-0.499965775730194,-0.491498359592692,0.0939576289767884,0.499965775730194,-0.00203372293983219,-0.0208700590295412,0.0962739265328836,0.0735410095180696,0.545717592592593,0.543981481481482,0.0126090605469515,1,"after",0.0778441384744949,-0.64820584776386,0.0152777777777781
"hard__lag3__widen1","fmrilss_sbhm",20,0.238100009598382,0.23181093018464,0.038872636418138,3.70327058075882,3.70503754794144,0.438083536090213,-0.263629878826166,-0.283039105949213,0.124936063039235,0.263629878826166,-0.00977449514403347,-0.00743562558076645,0.106062942725563,0.0906554052473516,0.562962962962963,0.559027777777778,0.0253753143259831,1,"hard",3,1,"before",20,0.195389876630462,0.193552625172888,0.0550212187690601,3.60848300075095,3.39782706621658,0.641846346306095,-0.40693190479219,-0.381239666242854,0.21352651381917,0.40693190479219,0.00871444196153023,0.00464955233850425,0.0995692965534816,0.078213228469008,0.55162037037037,0.548611111111111,0.0234759922344654,1,"after",-0.04271013296792,-0.0947875800078699,-0.011342592592593
"hard__lag3__widen1","fmrilss_lss",20,0.153258299955083,0.155956421202012,0.0324119018461763,3.57717564613244,3.66404060060928,0.359141214845206,-0.508989606405959,-0.504242856263329,0.0983761503335928,0.508989606405959,0.000778778289224925,0.01070068063036,0.0810709310984255,0.0606538655442436,0.546412037037037,0.542824074074074,0.0122597802563568,1,"hard",3,1,"before",20,0.153258299955083,0.155956421202012,0.0324119018461763,3.57717564613244,3.66404060060928,0.359141214845206,-0.508989606405959,-0.504242856263329,0.0983761503335928,0.508989606405959,0.000778778289224925,0.01070068063036,0.0810709310984255,0.0606538655442436,0.546412037037037,0.542824074074074,0.0122597802563568,1,"after",0,0,0
"hard__lag3__widen1","st_default",20,0.11051387010275,0.103845747139408,0.0387055787752917,1.22530015603779,1.21100305446415,0.0967022269708552,-0.981256253763076,-0.982599302004895,0.00801837570866098,0.981256253763076,-0.0043442502779442,-0.00364499007552146,0.030798122294365,0.0192834834802402,0.54537037037037,0.553240740740741,0.0199467515466488,1,"hard",3,1,"before",20,0.11051387010275,0.103845747139408,0.0387055787752917,1.22530015603779,1.21100305446415,0.0967022269708552,-0.981256253763076,-0.982599302004895,0.00801837570866098,0.981256253763076,-0.0043442502779442,-0.00364499007552146,0.030798122294365,0.0192834834802402,0.54537037037037,0.553240740740741,0.0199467515466488,1,"after",0,0,0
"hard__lag3__widen1","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.0784529960915363,0.0791194260361374,0.0676663693529014,4.10290378205884,4.0954692592946,0.356341214133028,-0.693948198219118,-0.655806568012985,0.230449308133308,0.693948198219118,0.00576767299214337,0.0122508217981307,0.0967311476575885,0.0763084475368287,0.52337962962963,0.525462962962963,0.0304596003523995,1,"hard",3,1,"before",20,0.153644295849994,0.156413727872087,0.0323222717674173,3.36098648526755,3.43866600679472,0.330650030122685,-0.539901489272484,-0.535261539257865,0.0918001100888048,0.539901489272484,0.0010939792052718,0.0130939334377648,0.0960418431390212,0.0714939137548731,0.546759259259259,0.543981481481481,0.0125355965610798,1,"after",0.0751912997584577,-0.74191729679129,0.0233796296296289
"hard__lag3__widen0","fmrilss_sbhm",20,0.236737975595103,0.247725898071489,0.0324536046649652,3.51483079310313,3.5366021176162,0.37158499184141,-0.286228332599535,-0.268094692170559,0.103576359201763,0.286228332599535,0.00294983107077292,0.0148943162286961,0.0831764880720807,0.0640932136979868,0.565393518518518,0.561342592592593,0.020331499218685,1,"hard",3,0,"before",20,0.181714185027841,0.170471558301871,0.0489529297621721,3.86995446744346,3.45888153503886,1.19406593970362,-0.454060513805102,-0.447269064963711,0.188321924110183,0.454060513805102,-0.000369074154009243,0.00606367597102199,0.0854001826771104,0.0605152206025362,0.550578703703704,0.547453703703704,0.0268933583050291,1,"after",-0.055023790567262,0.35512367434033,-0.0148148148148141
"hard__lag3__widen0","fmrilss_lss",20,0.139213078493713,0.136905221361842,0.0370774766313108,3.66600306235723,3.73479253706012,0.385539085931148,-0.54432247721065,-0.54098474534292,0.102875068339281,0.54432247721065,0.0170691894813445,0.0243229274563708,0.0712669640156163,0.0531867574830312,0.542592592592593,0.545138888888889,0.0163923163561744,1,"hard",3,0,"before",20,0.139213078493713,0.136905221361842,0.0370774766313108,3.66600306235723,3.73479253706012,0.385539085931148,-0.54432247721065,-0.54098474534292,0.102875068339281,0.54432247721065,0.0170691894813445,0.0243229274563708,0.0712669640156163,0.0531867574830312,0.542592592592593,0.545138888888889,0.0163923163561744,1,"after",0,0,0
"hard__lag3__widen0","st_default",20,0.0892163767486836,0.0819892146348555,0.0372540961263279,1.23450386832741,1.21643601793894,0.0950440360550647,-0.983282066619935,-0.989587438680346,0.0108519123177434,0.983282066619935,-0.000803436909799564,0.000651500773969344,0.0327102173485266,0.0194425563452237,0.541319444444444,0.543981481481481,0.0208167439906739,1,"hard",3,0,"before",20,0.0892163767486836,0.0819892146348555,0.0372540961263279,1.23450386832741,1.21643601793894,0.0950440360550647,-0.983282066619935,-0.989587438680346,0.0108519123177434,0.983282066619935,-0.000803436909799564,0.000651500773969344,0.0327102173485266,0.0194425563452237,0.541319444444444,0.543981481481481,0.0208167439906739,1,"after",0,0,0
"hard__lag3__widen0","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.0750981086514037,0.0857312075605255,0.0684118928925975,4.10843121681142,4.09332649146328,0.38168884763291,-0.707172889796923,-0.633497992373328,0.229937924229726,0.707172889796923,0.0115268780547404,0.0334301787303897,0.0926407613965384,0.0731776782949506,0.518171296296296,0.519675925925926,0.026956204352766,1,"hard",3,0,"before",20,0.139697377963724,0.136047182780077,0.0369293288267997,3.43230852067015,3.49117264342939,0.353894921601141,-0.573832922471323,-0.572589697886375,0.0959124679538792,0.573832922471323,0.019396541472885,0.0266757853106476,0.0841843666896253,0.065098883142878,0.543634259259259,0.543981481481482,0.0159365154455723,1,"after",0.0645992693123203,-0.67612269614127,0.025462962962963
"hard__lag2__widen2","fmrilss_lss",20,0.232300180800908,0.239457488416844,0.0336873084149419,3.50032626412407,3.58313373445099,0.402139146672119,-0.300035005528636,-0.258903975320203,0.101308156249022,0.300035005528636,0.0108027572442533,0.0145273546149862,0.0746596439697701,0.0594657674366563,0.561805555555556,0.561342592592593,0.0146421005646459,1,"hard",2,2,"before",20,0.232300180800908,0.239457488416844,0.0336873084149419,3.50032626412407,3.58313373445099,0.402139146672119,-0.300035005528636,-0.258903975320203,0.101308156249022,0.300035005528636,0.0108027572442533,0.0145273546149862,0.0746596439697701,0.0594657674366563,0.561805555555556,0.561342592592593,0.0146421005646459,1,"after",0,0,0
"hard__lag2__widen2","fmrilss_sbhm",20,0.232150753195716,0.228331465325143,0.0286761820339357,3.59791200909322,3.67436695118993,0.48311905171047,-0.294166371407246,-0.295316295009825,0.114931261788084,0.294166371407246,0.0296383718606202,0.0266217502395638,0.109510130852637,0.0949826153399974,0.563425925925926,0.56712962962963,0.0186913233686911,1,"hard",2,2,"before",20,0.220042301244943,0.213383424891001,0.0307436986177875,3.48345541567645,3.44305383357731,0.570326070168983,-0.360380671097045,-0.359532207373514,0.107478487551632,0.360380671097045,0.0323816735678238,0.0220545124956239,0.0879393097989158,0.0707985604616945,0.556365740740741,0.553240740740741,0.0156508116526234,1,"after",-0.012108451950773,-0.11445659341677,-0.00706018518518503
"hard__lag2__widen2","st_default",20,0.223891782497925,0.233973533466651,0.041216172818388,1.21692102734836,1.18908579572415,0.0978133774227206,-0.960192940885889,-0.966083827550504,0.0202017149132336,0.960192940885889,-0.000712776241123298,0.00226830946959246,0.0331131975388026,0.0207480790385691,0.572569444444444,0.571759259259259,0.0144125414603557,1,"hard",2,2,"before",20,0.223891782497925,0.233973533466651,0.041216172818388,1.21692102734836,1.18908579572415,0.0978133774227206,-0.960192940885889,-0.966083827550504,0.0202017149132336,0.960192940885889,-0.000712776241123298,0.00226830946959246,0.0331131975388026,0.0207480790385691,0.572569444444444,0.571759259259259,0.0144125414603557,1,"after",0,0,0
"hard__lag2__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.129747838225566,0.123834943169745,0.047768306438871,3.84647074290103,3.77905655298067,0.314467188353303,-0.559900991547686,-0.56769267529083,0.158693712856572,0.559900991547686,0.00475047088446905,0.0126025946550591,0.0860054346188469,0.0648162677140623,0.533912037037037,0.53587962962963,0.0207624824041585,1,"hard",2,2,"before",20,0.232882278500491,0.240638712651994,0.0336590579063661,3.28399016970528,3.36447041020329,0.37010746653065,-0.34406980289301,-0.307642824418214,0.0942240226181104,0.34406980289301,0.0127335865679432,0.016266543310054,0.0883513848754677,0.0702649034155645,0.563888888888889,0.564814814814815,0.0130168054740445,1,"after",0.103134440274925,-0.56248057319575,0.029976851851852
