"scenario","method","n_old","mean_cor_old","median_cor_old","sd_cor_old","mean_rmse_old","median_rmse_old","sd_rmse_old","mean_slope_bias_old","median_slope_bias_old","sd_slope_bias_old","mean_abs_slope_bias_old","mean_intercept_bias_old","median_intercept_bias_old","sd_intercept_bias_old","mean_abs_intercept_bias_old","mean_sign_acc_old","median_sign_acc_old","sd_sign_acc_old","success_rate_old","regime","lag","widen","run_old","n_new","mean_cor_new","median_cor_new","sd_cor_new","mean_rmse_new","median_rmse_new","sd_rmse_new","mean_slope_bias_new","median_slope_bias_new","sd_slope_bias_new","mean_abs_slope_bias_new","mean_intercept_bias_new","median_intercept_bias_new","sd_intercept_bias_new","mean_abs_intercept_bias_new","mean_sign_acc_new","median_sign_acc_new","sd_sign_acc_new","success_rate_new","run_new","delta_cor","delta_rmse","delta_sign_acc"
"medium__lag2__widen2","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.13574925175573,0.140409599917121,0.0574384357432377,2.69731180997898,2.64336927127694,0.159000489031584,-0.649306786250235,-0.651354479344484,0.150710493778702,0.649306786250235,0.0427241901111036,0.0400902275818996,0.0411218434764572,0.0475413497755227,0.544097222222222,0.552083333333333,0.0295342469824417,1,"medium",2,2,"before",20,0.285902896675734,0.280236167054855,0.0510252578886637,2.38688263228627,2.41490143339642,0.16542918103805,-0.3015885648452,-0.341550368043876,0.13700228804254,0.3015885648452,0.0432305761222672,0.0408116709613599,0.0500218673548427,0.0511077136469614,0.593171296296296,0.591435185185185,0.0206890035191676,1,"after",0.150153644920004,-0.31042917769271,0.0490740740740739
"medium__lag2__widen1","fmrilss_lss",20,0.261018484728887,0.262153427015249,0.030523939407346,2.74254691831796,2.75784236423424,0.269501689520466,-0.269652089136769,-0.278891462200306,0.136101417047181,0.269932982370857,0.0104335595540062,0.0268640187438629,0.0615884091306687,0.0533125507063475,0.584606481481482,0.581018518518518,0.0226241246697984,1,"medium",2,1,"before",20,0.261018484728887,0.262153427015249,0.030523939407346,2.74254691831796,2.75784236423424,0.269501689520466,-0.269652089136769,-0.278891462200306,0.136101417047181,0.269932982370857,0.0104335595540062,0.0268640187438629,0.0615884091306687,0.0533125507063475,0.584606481481482,0.581018518518518,0.0226241246697984,1,"after",0,0,0
"medium__lag2__widen1","st_default",20,0.25702538059344,0.254594751343813,0.0392041734157507,1.02951716422678,1.00884003506616,0.0609453733037053,-0.947848952172427,-0.960772926914264,0.0307795624072174,0.947848952172427,0.00608811546572803,0.00784553922928824,0.0172874369061322,0.0148949676721072,0.585532407407407,0.581018518518518,0.0219920231492292,1,"medium",2,1,"before",20,0.25702538059344,0.254594751343813,0.0392041734157507,1.02951716422678,1.00884003506616,0.0609453733037053,-0.947848952172427,-0.960772926914264,0.0307795624072174,0.947848952172427,0.00608811546572803,0.00784553922928824,0.0172874369061322,0.0148949676721072,0.585532407407407,0.581018518518518,0.0219920231492292,1,"after",0,0,0
"medium__lag2__widen1","fmrilss_sbhm",20,0.253484454409264,0.262641004869674,0.0317391594463947,3.01415461583168,2.93499122577525,0.398660848598702,-0.273372266967734,-0.290192978516393,0.126715842156138,0.273372266967734,0.00907379887675989,0.0224387973362345,0.0926497471193795,0.0751036607999132,0.584143518518519,0.583333333333333,0.024707184813517,1,"medium",2,1,"before",20,0.2203340653802,0.225994715131964,0.0461162357161607,3.36763373212117,2.971127316058,0.885595044255284,-0.390365102737459,-0.342950545608972,0.180093843319546,0.390365102737459,-0.000650717285944686,0.00493944671483974,0.0888091961848628,0.0656531855309682,0.579050925925926,0.574074074074074,0.0288267950379151,1,"after",-0.033150389029064,0.35347911628949,-0.00509259259259298
"medium__lag2__widen1","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.144728374583478,0.140484734484785,0.0481609048158404,3.10181138397871,3.0646038529708,0.225892276620277,-0.559186570481164,-0.543153976882347,0.138458267896586,0.559186570481164,0.0215908463951184,0.0145560556598435,0.0528306901147275,0.0439135208453983,0.545949074074074,0.549768518518518,0.0273714906611013,1,"medium",2,1,"before",20,0.261632755433285,0.26331957770652,0.0306024937618295,2.58196209928616,2.59428067612121,0.248616365876239,-0.31321835079429,-0.322912097500622,0.128147381227279,0.31321835079429,0.01542049340097,0.0341010357833003,0.0639834419341564,0.0563792788667814,0.586458333333333,0.581018518518518,0.0224589782997067,1,"after",0.116904380849807,-0.51984928469255,0.040509259259259
"medium__lag2__widen0","fmrilss_sbhm",20,0.266046753685906,0.264653383761225,0.0452349988824366,2.89218564365329,2.8632358203928,0.412416799238504,-0.263730780833969,-0.27755859430658,0.190135507483449,0.265987459145922,0.0323517291791836,0.0241753941137324,0.0611962187298634,0.0528357091816848,0.58287037037037,0.584490740740741,0.0279256137489596,1,"medium",2,0,"before",20,0.253145385716184,0.260092779127499,0.0290003181320005,2.81042253581199,2.75083001195646,0.359425143103454,-0.285199638559987,-0.271085696765691,0.120810006168615,0.285199638559987,0.0419650631692241,0.0303704635257127,0.0794369823942749,0.0692180357116668,0.577662037037037,0.577546296296296,0.011980557063983,1,"after",-0.012901367969722,-0.0817631078412999,-0.00520833333333304
"medium__lag2__widen0","fmrilss_lss",20,0.264646622018813,0.26956238942122,0.0332126331669169,2.77732194956758,2.77928797062791,0.249584812875293,-0.246723143660778,-0.245940787224872,0.13191356016812,0.248865386462808,0.0413469527953933,0.041393575628797,0.0649436591084626,0.060435489961277,0.583217592592593,0.586805555555556,0.0258583405306333,1,"medium",2,0,"before",20,0.264646622018813,0.26956238942122,0.0332126331669169,2.77732194956758,2.77928797062791,0.249584812875293,-0.246723143660778,-0.245940787224872,0.13191356016812,0.248865386462808,0.0413469527953933,0.041393575628797,0.0649436591084626,0.060435489961277,0.583217592592593,0.586805555555556,0.0258583405306333,1,"after",0,0,0
"medium__lag2__widen0","st_default",20,0.263151582296111,0.258576235486293,0.0443764131062883,1.03488120553421,1.02371085504152,0.0643169601107572,-0.943795938157138,-0.953533973331633,0.029147952718281,0.943795938157138,0.00620718962178606,0.00968387368685089,0.0163492595528606,0.0140342536206365,0.587615740740741,0.585648148148148,0.0265662854252924,1,"medium",2,0,"before",20,0.263151582296111,0.258576235486293,0.0443764131062883,1.03488120553421,1.02371085504152,0.0643169601107572,-0.943795938157138,-0.953533973331633,0.029147952718281,0.943795938157138,0.00620718962178606,0.00968387368685089,0.0163492595528606,0.0140342536206365,0.587615740740741,0.585648148148148,0.0265662854252924,1,"after",0,0,0
"medium__lag2__widen0","fmrilss_oasis[fractional|x=0.05|b=0.05]",20,0.148288915000683,0.142177293116418,0.0427226103029806,3.1250672524769,3.07955980124031,0.267104089488418,-0.545962398556067,-0.548298449121755,0.113831829897178,0.545962398556067,0.037873198151273,0.0348463246857674,0.05841612982475,0.0536429141062882,0.543055555555556,0.543981481481482,0.0177629740589508,1,"medium",2,0,"before",20,0.265537048568302,0.270481830660712,0.0331533680770352,2.61229552890704,2.61153958381784,0.228995014611479,-0.291315031438873,-0.29096090969115,0.123647921080548,0.291315031438873,0.0447758074013534,0.0450605952022404,0.0648085248399532,0.0625745689994527,0.584722222222222,0.586805555555556,0.0251610221205173,1,"after",0.117248133567619,-0.51277172356986,0.0416666666666661
"medium__lag1__widen2","st_default",20,0.332533148736582,0.320609687948679,0.0501958004071721,1.01068348137644,1.00180690433171,0.0618689057433929,-0.928744828660781,-0.951097027916305,0.0557057472704727,0.928744828660781,0.00369676340818683,0.00320348070223576,0.0159928762064305,0.0122140859831449,0.612037037037037,0.615740740740741,0.0227722897079557,1,"medium",1,2,"before",20,0.332533148736582,0.320609687948679,0.0501958004071721,1.01068348137644,1.00180690433171,0.0618689057433929,-0.928744828660781,-0.951097027916305,0.0557057472704727,0.928744828660781,0.00369676340818683,0.00320348070223576,0.0159928762064305,0.0122140859831449,0.612037037037037,0.615740740740741,0.0227722897079557,1,"after",0,0,0
"medium__lag1__widen2","fmrilss_lss",20,0.313254540892532,0.307914862549577,0.0337932454113335,2.74732779469552,2.76715301863124,0.260501309124737,-0.112688776069305,-0.0995998125204724,0.1429316788791,0.139010281833082,-0.0176686491664648,-0.0185989423815115,0.064843755978408,0.0521405372746196,0.602083333333333,0.601851851851852,0.0208387474013388,1,"medium",1,2,"before",20,0.313254540892532,0.307914862549577,0.0337932454113335,2.74732779469552,2.76715301863124,0.260501309124737,-0.112688776069305,-0.0995998125204724,0.1429316788791,0.139010281833082,-0.0176686491664648,-0.0185989423815115,0.064843755978408,0.0521405372746196,0.602083333333333,0.601851851851852,0.0208387474013388,1,"after",0,0,0
