"scenario","method","n_old","mean_cor_old","median_cor_old","sd_cor_old","mean_rmse_old","median_rmse_old","sd_rmse_old","mean_slope_bias_old","median_slope_bias_old","sd_slope_bias_old","mean_abs_slope_bias_old","mean_intercept_bias_old","median_intercept_bias_old","sd_intercept_bias_old","mean_abs_intercept_bias_old","mean_sign_acc_old","median_sign_acc_old","sd_sign_acc_old","success_rate_old","run_old","n_new","mean_cor_new","median_cor_new","sd_cor_new","mean_rmse_new","median_rmse_new","sd_rmse_new","mean_slope_bias_new","median_slope_bias_new","sd_slope_bias_new","mean_abs_slope_bias_new","mean_intercept_bias_new","median_intercept_bias_new","sd_intercept_bias_new","mean_abs_intercept_bias_new","mean_sign_acc_new","median_sign_acc_new","sd_sign_acc_new","success_rate_new","run_new","delta_cor","delta_rmse","delta_sign_acc"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default",40,0.359004748136781,0.363187276946591,0.0388836560100854,0.936745114803168,0.936783145327105,0.0331440115358952,-0.835923355531677,-0.837718876720308,0.0219794488978337,0.835923355531677,0.000363954409851821,0.00217234783219002,0.0316204270364502,0.0241720278372547,0.624710648148148,0.621527777777778,0.0221483239024604,1,"before",40,0.359004748136781,0.363187276946591,0.0388836560100854,0.936745114803168,0.936783145327105,0.0331440115358952,-0.835923355531677,-0.837718876720308,0.0219794488978337,0.835923355531677,0.000363954409851821,0.00217234783219002,0.0316204270364502,0.0241720278372547,0.624710648148148,0.621527777777778,0.0221483239024604,1,"after",0,0,0
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_lss",40,0.33357976720537,0.335618530257017,0.0408085399326395,2.69877413305665,2.67515518820234,0.198130871076278,-0.0244734086245609,-0.0248413237952794,0.145312916957957,0.12025753532195,0.00115504764823558,-0.00777570158298544,0.0586978109940927,0.0465151353080202,0.614236111111111,0.615740740740741,0.0218130535657738,1,"before",40,0.33357976720537,0.335618530257017,0.0408085399326395,2.69877413305665,2.67515518820234,0.198130871076278,-0.0244734086245609,-0.0248413237952794,0.145312916957957,0.12025753532195,0.00115504764823558,-0.00777570158298544,0.0586978109940927,0.0465151353080202,0.614236111111111,0.615740740740741,0.0218130535657738,1,"after",0,0,0
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_oasis_best",40,0.249083762061559,0.251770049904235,0.0414948542445029,2.96070207821933,2.95012313303302,0.180022778041926,-0.21898307688217,-0.22476897196408,0.143448138656964,0.226236108123955,0.00280315997133313,0.000482464717127572,0.058302973144519,0.0446080198627219,0.586979166666667,0.587962962962963,0.0211305400289358,1,"before",40,0.333871302918024,0.335903905660846,0.0407856365684693,2.57535339189763,2.56629044882886,0.183466944819967,-0.0696939938233589,-0.0748946949925947,0.133034760316591,0.123193654575738,0.00179410334496883,-0.010162847392985,0.0617842403750688,0.0487329669866662,0.614525462962963,0.613425925925926,0.0219539259242004,1,"after",0.084787540856465,-0.3853486863217,0.0275462962962959
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","fmrilss_sbhm",40,0.163566849827737,0.163475199853785,0.0483982126164813,3.06515097046519,2.93821902808136,0.463229157645901,-0.479932906027892,-0.509316402813024,0.158945157430288,0.479932906027892,0.0195533051204879,0.0243337968787692,0.0904816044359878,0.0726194833392545,0.561168981481482,0.559027777777778,0.0204364129228762,1,"before",40,0.177949205198061,0.177512797617803,0.0564141824228878,3.52327644840141,3.47063572223708,0.71410062413939,-0.420976230355326,-0.471788203202457,0.253600114494777,0.444248306948567,0.00769369059830041,0.000187054537959738,0.111250952411168,0.0910539749744449,0.564641203703704,0.563657407407407,0.0249939951592148,1,"after",0.014382355370324,0.45812547793622,0.00347222222222199
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default",40,0.35207511624248,0.364439024945644,0.0833180922983262,1.18279167021247,1.17412537626674,0.101812331564422,-0.931991722414472,-0.935146694092557,0.0320723092504251,0.931991722414472,-0.00371437802054238,-0.00158145883632461,0.0286059364728895,0.0202424174805331,0.574131944444444,0.599537037037037,0.127708090138924,1,"before",40,0.35207511624248,0.364439024945644,0.0833180922983262,1.18279167021247,1.17412537626674,0.101812331564422,-0.931991722414472,-0.935146694092557,0.0320723092504251,0.931991722414472,-0.00371437802054238,-0.00158145883632461,0.0286059364728895,0.0202424174805331,0.574131944444444,0.599537037037037,0.127708090138924,1,"after",0,0,0
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_lss",40,0.32584942421768,0.323919164209111,0.0402501342141495,3.56046289951413,3.61329738138917,0.445877227228914,0.0251697799365793,0.0240049204853442,0.19285407734187,0.159374078766171,0.0125906894575895,0.0217502544352911,0.0648536852486834,0.0534060072492273,0.588136574074074,0.585648148148148,0.0216158789368702,1,"before",40,0.32584942421768,0.323919164209111,0.0402501342141495,3.56046289951413,3.61329738138917,0.445877227228914,0.0251697799365793,0.0240049204853442,0.19285407734187,0.159374078766171,0.0125906894575895,0.0217502544352911,0.0648536852486834,0.0534060072492273,0.588136574074074,0.585648148148148,0.0216158789368702,1,"after",0,0,0
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_oasis_best",40,0.206208368105589,0.213152048956179,0.0492364844739889,4.16080450549125,4.19567043286676,0.407010213354316,-0.267356650586655,-0.251525264897068,0.193999124760576,0.272916768053985,0.00181064003433975,-0.00743333008920776,0.0593592534793899,0.0471518805353717,0.554050925925926,0.559027777777778,0.0247795825596122,1,"before",40,0.326249354294378,0.32429986623832,0.0402229624691489,3.40760392762656,3.41804907901666,0.43927683665013,-0.0186869894900793,-0.0109403033537097,0.186043100559633,0.152770802584053,0.00841569520604573,0.0183177294638515,0.062064946571881,0.0510634932018259,0.587789351851852,0.587962962962963,0.0214307575179684,1,"after",0.120040986188789,-0.75320057786469,0.033738425925926
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","fmrilss_sbhm",40,0.188538229253582,0.188138800971245,0.056757955578967,3.72575657969102,3.64872650384218,0.482498838276244,-0.381350514437606,-0.432210661863979,0.235630404739473,0.397150004549323,0.0119473941892454,0.00830954532292767,0.0843264934817766,0.0674366502805641,0.552083333333333,0.546296296296296,0.0239474994544009,1,"before",40,0.209003485092799,0.208402210146926,0.0636705690362191,3.56420462999809,3.51421230787769,0.503168167799874,-0.355313440877695,-0.390131051130333,0.225197017314347,0.387998832122827,-0.0076396524557366,-0.0204165158801797,0.0915806961246679,0.0750848342993583,0.557118055555556,0.55787037037037,0.0282067010107944,1,"after",0.020465255839217,-0.16155194969293,0.00503472222222301
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default",40,0.396559613626007,0.393532328636986,0.0395333291999948,0.927807773754512,0.928553552780227,0.0353079371062067,-0.772510743115717,-0.772182828812863,0.0286124597555111,0.772510743115717,-0.000849149594631123,0.00395248836806954,0.0351562377234361,0.0270813755068012,0.638541666666667,0.636574074074074,0.0231869925741801,1,"before",40,0.396559613626007,0.393532328636986,0.0395333291999948,0.927807773754512,0.928553552780227,0.0353079371062067,-0.772510743115717,-0.772182828812863,0.0286124597555111,0.772510743115717,-0.000849149594631123,0.00395248836806954,0.0351562377234361,0.0270813755068012,0.638541666666667,0.636574074074074,0.0231869925741801,1,"after",0,0,0
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","fmrilss_lss",40,0.381372834959586,0.382309418965266,0.038179655223519,2.33435637916647,2.33065564524604,0.126735435702256,-0.0102649518862945,-0.011393133237855,0.130110931037556,0.10315683853492,0.0142446359112903,0.0181428679033038,0.0497273913099779,0.0419375807443922,0.629918981481482,0.631944444444444,0.0231433251148323,1,"before",40,0.381372834959586,0.382309418965266,0.038179655223519,2.33435637916647,2.33065564524604,0.126735435702256,-0.0102649518862945,-0.011393133237855,0.130110931037556,0.10315683853492,0.0142446359112903,0.0181428679033038,0.0497273913099779,0.0419375807443922,0.629918981481482,0.631944444444444,0.0231433251148323,1,"after",0,0,0
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","fmrilss_oasis_best",40,0.267325414167401,0.268936618005908,0.0440968894147213,2.69634106470626,2.69917273717586,0.138761866411034,-0.23418294587726,-0.24462500786072,0.153588195994628,0.243978344230412,0.00184072547479636,0.000475383241379713,0.0492444761595609,0.0407558285195827,0.594386574074074,0.594907407407407,0.0241729895661041,1,"before",40,0.381698672425771,0.382463565105448,0.0381787642114996,2.22775884201972,2.204966560896,0.120301008394042,-0.0558398130853634,-0.0519993801008294,0.11941971178461,0.1054631267709,0.0149467534932475,0.0174195438450622,0.0498660563713137,0.0423139687749559,0.631018518518519,0.631944444444444,0.0227940630022283,1,"after",0.11437325825837,-0.46858222268654,0.036631944444445
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","fmrilss_sbhm",40,0.225195117045401,0.233333776827286,0.05592857584759,2.55702422790075,2.53599895141765,0.298912401690581,-0.380488335427359,-0.36095154000672,0.164305641474016,0.383681456153406,0.0240412532844274,0.0233397383716289,0.0692208508685692,0.0576918758160698,0.579224537037037,0.581018518518518,0.0230856676958141,1,"before",40,0.222439608911222,0.225256755357394,0.0654446130522473,2.82619639080911,2.79506557573892,0.57174062189707,-0.38936115055997,-0.395208709379135,0.246607499326396,0.406095477867251,0.0380570640591282,0.0284857168378551,0.115365342825334,0.0902003647941696,0.576041666666667,0.576388888888889,0.0295491603011521,1,"after",-0.00275550813417899,0.26917216290836,-0.00318287037037002
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default",40,0.407590777569785,0.419027199160492,0.0433041433490327,1.15718093333012,1.15722022246708,0.10685750689319,-0.902507797133456,-0.936408660070792,0.0607004842319339,0.902507797133456,-0.00101709502762509,0.00516199392183577,0.0349445548746726,0.0226800218422782,0.613657407407407,0.612268518518519,0.0229023032390041,1,"before",40,0.407590777569785,0.419027199160492,0.0433041433490327,1.15718093333012,1.15722022246708,0.10685750689319,-0.902507797133456,-0.936408660070792,0.0607004842319339,0.902507797133456,-0.00101709502762509,0.00516199392183577,0.0349445548746726,0.0226800218422782,0.613657407407407,0.612268518518519,0.0229023032390041,1,"after",0,0,0
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","fmrilss_lss",40,0.37530701400192,0.379836408259086,0.033123013119661,2.99509079451306,2.94966864060852,0.32729920575412,0.0117808444959173,-0.00742989591816165,0.156292456149195,0.121673460952848,0.00621968079848683,0.0110598642665535,0.0629394893044077,0.0497814248371127,0.605844907407407,0.604166666666667,0.0249807986785575,1,"before",40,0.37530701400192,0.379836408259086,0.033123013119661,2.99509079451306,2.94966864060852,0.32729920575412,0.0117808444959173,-0.00742989591816165,0.156292456149195,0.121673460952848,0.00621968079848683,0.0110598642665535,0.0629394893044077,0.0497814248371127,0.605844907407407,0.604166666666667,0.0249807986785575,1,"after",0,0,0
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","fmrilss_oasis_best",40,0.264747166099806,0.256845391799662,0.055693061129869,3.13925282417351,3.16721651780512,0.243302443050216,-0.281258969878985,-0.278386272365891,0.152483555766831,0.283041683878517,0.010272073748877,0.0178973704989017,0.0463202568942374,0.0396862094291737,0.569212962962963,0.56712962962963,0.0214462186421111,1,"before",40,0.375868071261311,0.380312731307006,0.0330622788436144,2.83454618875722,2.79985678305414,0.305220043668432,-0.0414167027949145,-0.0565216357878211,0.144557958549159,0.11916707712675,0.006769264519803,0.0113090467810186,0.0618657052212066,0.0492820570538477,0.606597222222222,0.605324074074074,0.0247374073498936,1,"after",0.111120905161505,-0.30470663541629,0.037384259259259
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","fmrilss_sbhm",40,0.233349989756815,0.225673149086208,0.0593685543971415,3.16797197669072,3.04043233849701,0.41263300475752,-0.35094840159589,-0.385133678016611,0.188042570660695,0.354456049633863,0.00288135413793592,0.00876527825815979,0.0681203182152429,0.0544539702486214,0.568229166666667,0.5625,0.0275990784704323,1,"before",40,0.240523363223002,0.233187964677887,0.0610292298708882,3.15115824759828,3.05211629749609,0.508877807926876,-0.364946266783387,-0.359195800214304,0.195465687890933,0.370167373361172,0.0157199026159842,0.0101972062645173,0.0865076205445106,0.0684919435759708,0.569270833333333,0.559027777777778,0.0313707285083622,1,"after",0.00717337346618699,-0.0168137290924402,0.00104166666666594
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default",40,0.346038736537727,0.340355183521295,0.0419969892284899,1.01872183606106,1.02414808334169,0.0551022766831118,-0.939935765687346,-0.949553331554211,0.0295141798692429,0.939935765687346,-0.00144679108002132,0.00180373069413606,0.0277534666636088,0.0176229334160992,0.616898148148148,0.615740740740741,0.0224857749146279,1,"before",40,0.346038736537727,0.340355183521295,0.0419969892284899,1.01872183606106,1.02414808334169,0.0551022766831118,-0.939935765687346,-0.949553331554211,0.0295141798692429,0.939935765687346,-0.00144679108002132,0.00180373069413606,0.0277534666636088,0.0176229334160992,0.616898148148148,0.615740740740741,0.0224857749146279,1,"after",0,0,0
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","fmrilss_lss",40,0.329188221019658,0.322915939554285,0.0418858893386052,2.99499613063358,3.03054563886911,0.345234823950177,0.00381395868782043,-0.0231335094516662,0.198397856446309,0.159390426761006,0.0121015489000509,0.0148970954596162,0.0489842471895392,0.0383732613079013,0.606712962962963,0.606481481481482,0.020117352939087,1,"before",40,0.329188221019658,0.322915939554285,0.0418858893386052,2.99499613063358,3.03054563886911,0.345234823950177,0.00381395868782043,-0.0231335094516662,0.198397856446309,0.159390426761006,0.0121015489000509,0.0148970954596162,0.0489842471895392,0.0383732613079013,0.606712962962963,0.606481481481482,0.020117352939087,1,"after",0,0,0
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","fmrilss_oasis_best",40,0.21015773843069,0.206251218082666,0.0447006819828479,3.53583766301519,3.54120344148318,0.277121955734299,-0.270531991470744,-0.262294757877597,0.16129558839527,0.277141947019194,0.00608201886843963,0.00064897805520905,0.0452086259249458,0.0364787311361371,0.559027777777778,0.55787037037037,0.0224735510621808,1,"before",40,0.329808892126568,0.32364851332626,0.0418024099200657,2.82087641666818,2.84169177446047,0.328882835124731,-0.0532051749981225,-0.0866594074617538,0.18844214169659,0.163314381930897,0.0121162428418725,0.0165791477538508,0.052461248180781,0.0429390765420314,0.606539351851852,0.606481481481482,0.0207075679243499,1,"after",0.119651153695878,-0.71496124634701,0.047511574074074
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","fmrilss_sbhm",40,0.180958900449924,0.185021555103223,0.0539221373454488,3.11300079028479,3.1167904379081,0.36472821043266,-0.419328288385411,-0.439158624783884,0.211916698267904,0.438858680500635,0.0137283302900252,0.0162709580429694,0.0770191638217352,0.0634801307398478,0.563310185185185,0.5625,0.0232993046724629,1,"before",40,0.227263755606804,0.224573932368785,0.051892163244741,2.90283007340954,2.86184353032502,0.325201787167521,-0.343489374398678,-0.321232810359514,0.187220034072319,0.358359774187281,0.00807559230243148,-0.00481001378005925,0.0652720128943734,0.0523642135650612,0.578587962962963,0.576388888888889,0.0246595273520509,1,"after",0.04630485515688,-0.21017071687525,0.0152777777777779
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default",40,0.528066955878934,0.516589586300947,0.055736856649963,1.02779151831007,1.03152189686221,0.0805674887427905,-0.698311553634608,-0.699715434043285,0.0367766308829225,0.698311553634608,0.00495457794660337,0.0092305562314476,0.0382129433389334,0.0294758920448899,0.644791666666667,0.641203703703704,0.0277626878132709,1,"before",40,0.528066955878934,0.516589586300947,0.055736856649963,1.02779151831007,1.03152189686221,0.0805674887427905,-0.698311553634608,-0.699715434043285,0.0367766308829225,0.698311553634608,0.00495457794660337,0.0092305562314476,0.0382129433389334,0.0294758920448899,0.644791666666667,0.641203703703704,0.0277626878132709,1,"after",0,0,0
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","fmrilss_oasis_best",40,0.473067594340289,0.471858243967338,0.035773708061469,2.16094206968216,2.18849665410008,0.1970074202196,-0.0340952050970627,-0.0307585260649533,0.119845100050129,0.0933625453259248,0.00401090912427382,-0.00226081363200399,0.0484867105704666,0.038831781581384,0.628125,0.623842592592593,0.0241676604315511,1,"before",40,0.473067594340289,0.471858243967338,0.035773708061469,2.16094206968216,2.18849665410008,0.1970074202196,-0.0340952050970627,-0.0307585260649533,0.119845100050129,0.0933625453259248,0.00401090912427382,-0.00226081363200399,0.0484867105704666,0.038831781581384,0.628125,0.623842592592593,0.0241676604315511,1,"after",0,0,0
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","fmrilss_lss",40,0.47235925267779,0.471193186761604,0.0357061002142094,2.28315484887805,2.30220632880007,0.211382383750329,0.018620226391621,0.0245142957645004,0.126333558498621,0.0951270331741865,0.00261992689724314,-0.00481475390942289,0.0511784689703259,0.0406867172586014,0.627719907407407,0.625,0.0233895737551983,1,"before",40,0.47235925267779,0.471193186761604,0.0357061002142094,2.28315484887805,2.30220632880007,0.211382383750329,0.018620226391621,0.0245142957645004,0.126333558498621,0.0951270331741865,0.00261992689724314,-0.00481475390942289,0.0511784689703259,0.0406867172586014,0.627719907407407,0.625,0.0233895737551983,1,"after",0,0,0
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","fmrilss_sbhm",40,0.296918211953995,0.292128876529692,0.0684339506123645,2.53244506815603,2.55818981119289,0.379298461679539,-0.348624879528077,-0.374217272098205,0.169057776935181,0.349231651822898,-0.0134813968291262,0.00280268793290512,0.0768656458297124,0.0514630232038682,0.584201388888889,0.584490740740741,0.0283635970392886,1,"before",40,0.293617315049211,0.303790344461005,0.0667390668683171,2.90998718216946,2.78324274194812,0.715781753855176,-0.35122389279011,-0.370405280732545,0.227392178358702,0.360347548533555,0.00930866505242327,0.000303953475172485,0.0989671357809893,0.0783589974183071,0.582175925925926,0.586805555555556,0.0215943367015709,1,"after",-0.00330089690478397,0.37754211401343,-0.00202546296296291
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default",40,0.409148638991166,0.406605322073768,0.0427540650896639,1.00917456266078,1.0167387233608,0.059748863636683,-0.92644408286317,-0.946339307784797,0.0510307030748214,0.92644408286317,-0.00084305079583931,0.00434305198937884,0.0261539061958674,0.0152257976691109,0.633159722222222,0.62962962962963,0.0246597362877156,1,"before",40,0.409148638991166,0.406605322073768,0.0427540650896639,1.00917456266078,1.0167387233608,0.059748863636683,-0.92644408286317,-0.946339307784797,0.0510307030748214,0.92644408286317,-0.00084305079583931,0.00434305198937884,0.0261539061958674,0.0152257976691109,0.633159722222222,0.62962962962963,0.0246597362877156,1,"after",0,0,0
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","fmrilss_lss",40,0.382541211629268,0.381029522147108,0.037758275640833,2.56641182601235,2.52358807933781,0.290990236816109,0.0154678818912648,-0.0212125087089519,0.215239140985312,0.150817103079816,0.00253888481503697,0.00881001946988771,0.0430837446328483,0.0335240412041352,0.62349537037037,0.622685185185185,0.0225379571306859,1,"before",40,0.382541211629268,0.381029522147108,0.037758275640833,2.56641182601235,2.52358807933781,0.290990236816109,0.0154678818912648,-0.0212125087089519,0.215239140985312,0.150817103079816,0.00253888481503697,0.00881001946988771,0.0430837446328483,0.0335240412041352,0.62349537037037,0.622685185185185,0.0225379571306859,1,"after",0,0,0
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","fmrilss_oasis_best",40,0.293015713353166,0.314480292791532,0.0537150364693732,2.6379115183972,2.61698348115615,0.225781898608353,-0.224046326854572,-0.206932600790429,0.166669595918016,0.236865894420878,0.00631970082041395,0.0151720609243942,0.0389869501696159,0.0321620152445112,0.593865740740741,0.596064814814815,0.0236062808123598,1,"before",40,0.383124832280617,0.381774184995661,0.037769190691274,2.41774070633226,2.37515203065888,0.267418114935081,-0.0425748518318857,-0.0721729202367502,0.200181761397215,0.15934802697848,0.00472501738411554,0.0101478842463484,0.0455259324332282,0.0362583286817276,0.624131944444444,0.622685185185185,0.0232174147659403,1,"after",0.090109118927451,-0.22017081206494,0.0302662037037029
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","fmrilss_sbhm",40,0.225823842616363,0.231580229076177,0.0510685427316281,2.66743820128811,2.53922060471448,0.334043801196703,-0.377274531226152,-0.397486200769028,0.191277179670522,0.389294010774069,0.00584001071348085,0.0042640152985957,0.0536133994615532,0.0430520748216294,0.575578703703704,0.576388888888889,0.0269470081802805,1,"before",40,0.239467360029874,0.240806707224009,0.0371100813619895,2.54147672995344,2.48469675192713,0.281889133352741,-0.392140713937527,-0.394379437661096,0.145574520714893,0.392140713937527,0.00203895177787649,0.00760003619810089,0.0573028056707089,0.0460490920565937,0.583217592592593,0.584490740740741,0.0219098389393473,1,"after",0.013643517413511,-0.12596147133467,0.00763888888888897
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default",40,0.355633332804562,0.356309992839857,0.0327059412042298,0.953483216217039,0.950142803142543,0.0401193898102986,-0.941640252967276,-0.954563312201586,0.0386101353526154,0.941640252967276,0.00300357830179483,0.00651455406681906,0.0288342867102527,0.0171246908923924,0.628645833333333,0.62962962962963,0.0225400144765435,1,"before",40,0.363294827328317,0.360640352658147,0.0364284765137096,0.953094492440387,0.949974575300925,0.0412688370557065,-0.941716684238299,-0.952728943815061,0.0397299102820297,0.941716684238299,0.00275368039342013,0.0063787510911466,0.0282288056057516,0.0165611807412436,0.630266203703704,0.627314814814815,0.020308950696121,1,"after",0.00766149452375503,-0.000388723776652,0.00162037037037099
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","fmrilss_lss",40,0.341858936329508,0.34076321636049,0.0333217261315693,2.57592412178939,2.59013365667554,0.258637743734114,-0.0351234201357168,-0.0459845716565028,0.173062742897575,0.131329979386141,0.018658596582053,0.0128924044011384,0.0515522311896956,0.042229586901037,0.615856481481482,0.614583333333333,0.0210658257691308,1,"before",40,0.349022175898847,0.345139469210784,0.0357858172876157,2.50555734970955,2.49045386758064,0.25828171772273,-0.0424580795059452,-0.0715009187892155,0.190097813372021,0.150346643517517,0.0139040517053118,0.00949879868973978,0.0511685946322843,0.0403430874350809,0.621238425925926,0.62037037037037,0.0207420410609805,1,"after",0.00716323956933901,-0.07036677207984,0.00538194444444406
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","fmrilss_oasis_best",40,0.209027040963417,0.202661424873651,0.0444545071131022,2.98722486716271,2.96485377676576,0.243268740184185,-0.343012058760653,-0.327905675810289,0.143010044316931,0.343012058760653,0.0181318351164984,0.0127489074844989,0.0440117934687833,0.03806660019647,0.574305555555556,0.576388888888889,0.0220401990437395,1,"before",40,0.349482494869129,0.345450697461859,0.0357209498958085,2.35808781500147,2.34102668325001,0.241348801304493,-0.0986377972686454,-0.121650894213138,0.177896651744831,0.163951021331946,0.0186008196643889,0.0074290626405195,0.0558548319606809,0.0436827020283915,0.622395833333333,0.62037037037037,0.0207188442989322,1,"after",0.140455453905712,-0.62913705216124,0.0480902777777771
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","fmrilss_sbhm",40,0.200246190974748,0.203881231275683,0.0571305103029928,2.64146442294473,2.62261602501575,0.285112378280761,-0.417813194486317,-0.448115478865236,0.19648348920201,0.426446150974547,0.0169652208193638,0.021525384038645,0.0696616706306301,0.059173266823094,0.579918981481481,0.577546296296296,0.0251943850465216,1,"before",40,0.237883284856793,0.234761972427053,0.0557188757286828,2.45649829263151,2.42883874689213,0.250452345526277,-0.378053547445874,-0.39047087972887,0.196249587564273,0.39631725471322,0.0120593230694846,0.00885974107677336,0.0618829563780498,0.0457703223329233,0.586053240740741,0.586805555555556,0.029740745231113,1,"after",0.037637093882045,-0.18496613031322,0.00613425925926003
