"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate","oasis_variant"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_lss",6,0.294337194389034,0.294666444209738,0.0266591683385366,2.93666825220963,2.96583023510497,0.213715169339771,-0.269457472441914,-0.317534022567602,0.106105253491215,0.269457472441914,-0.00163432707302999,0.0100139018872819,0.0462828580739834,0.0342693853881361,0.581018518518518,0.579861111111111,0.0220576467584659,1,NA
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_sbhm",6,0.255751811060029,0.255015721386594,0.0476074251803845,3.9442664239396,3.98200322952041,0.461638816154719,-0.269920366301693,-0.226617084438034,0.196107456121358,0.269920366301693,-0.0147989915733171,-0.0234940051602798,0.077706316635496,0.0647651066804067,0.569058641975309,0.569444444444444,0.0159313531522019,1,NA
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","fmrilss_oasis_best",6,0.29551262166032,0.296537005729758,0.0265074886871852,2.76093806173654,2.78464298594683,0.192775347160987,-0.311783862140215,-0.356776019778706,0.0991783515109617,0.311783862140215,-0.00658880549890047,0.0109373583631318,0.0577198482195633,0.0376652016148675,0.582947530864197,0.578703703703704,0.0258769654539812,1,"fmrilss_oasis[fractional|x=0.05|b=0.05]"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_lss",6,0.309199768581084,0.308692495604091,0.02761470077262,2.51566846288883,2.47456237436501,0.312048123985962,-0.135201342399898,-0.117206433890485,0.165131340295293,0.151767716892674,-0.000786717875614208,-0.01936066103255,0.0805826491890754,0.0537543521562591,0.603395061728395,0.600694444444444,0.0250884352621859,1,NA
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default",6,0.305432308748768,0.301237832911398,0.029782169924357,0.986451585634397,0.976923984677874,0.03013649105576,-0.810402873877445,-0.812211044216358,0.0232448242416,0.810402873877445,-0.0178059269057481,-0.0195286754140866,0.0280222849703324,0.0287328251723097,0.606481481481482,0.607638888888889,0.00992944934700335,1,NA
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_sbhm",6,0.285094381459529,0.30667127298244,0.0407476236758955,3.45651690436606,3.77055862424058,0.656882624551018,-0.131305465841789,-0.150560351360782,0.221840127966747,0.199787755836592,0.0350716177108349,0.0337232095841864,0.0773320224073507,0.0635861832976089,0.597993827160494,0.600694444444444,0.0149061612852386,1,NA
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","fmrilss_oasis_best",6,0.310372837075131,0.310332847916173,0.0276475039059488,2.36815026576041,2.3321478561541,0.284183402308443,-0.183966033670382,-0.167435967717614,0.154369042927224,0.183966033670382,-0.00503166555201092,-0.0207859517653774,0.0731941277542807,0.0500697174791586,0.601851851851852,0.600694444444444,0.0228686833985712,1,"fmrilss_oasis[fractional|x=0.05|b=0.05]"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_sbhm",6,0.245831982174235,0.251272717867747,0.0507315698268407,4.14478422482151,4.20935880196607,0.652557789139088,-0.117904306851975,-0.125499192532579,0.18645222684245,0.172759311901288,-0.0211796978244288,-0.0214339212421202,0.0357695564946614,0.032078528576828,0.58641975308642,0.578703703703704,0.0205310720611884,1,NA
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","fmrilss_lss",6,0.24443880693194,0.241444303225948,0.0423192055490442,3.68234186134192,3.51235419731147,0.530779676567475,-0.190456877450795,-0.240980186902572,0.235726808515302,0.258048318258766,-0.0201934949716532,-0.0201713964465471,0.0495733964099395,0.0425831569990943,0.57908950617284,0.571759259259259,0.0237611728586695,1,NA
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default",6,0.226945218596544,0.237651273469554,0.0496022577587161,1.24725631531993,1.24647595640482,0.0977322495424725,-0.961138701956666,-0.964168729899118,0.0175523804156288,0.961138701956666,-0.00891924973328509,-0.00803354482658221,0.0160025555170019,0.0137065661581924,0.58179012345679,0.571759259259259,0.022379203758392,1,NA
