"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate"
"baseline_iid","fmrilss_oasis[fractional|x=0.05|b=0.05]",2,0.731280197395645,0.731280197395645,0.0569948635361627,1.63228834006649,1.63228834006649,0.115278975632881,0.161971850425885,0.161971850425885,0.153100114174444,0.161971850425885,-0.577429143012578,-0.577429143012578,0.113001461244804,0.577429143012578,0.78125,0.78125,0.0441941738241592,1
"baseline_iid","fmrilss_lss",2,0.731013309470912,0.731013309470912,0.055761170417831,1.78921792702275,1.78921792702275,0.123871549545824,0.225350484298773,0.225350484298773,0.161772395284214,0.225350484298773,-0.650650878752772,-0.650650878752772,0.13009671525013,0.650650878752772,0.770833333333333,0.770833333333333,0.0294627825494395,1
"baseline_iid","hrfals_fastlss[cpp]",2,0.722503588467011,0.722503588467011,0.0633575915024272,1.37747983238141,1.37747983238141,0.0261820523058343,0.333353908990172,0.333353908990172,0.177349178554334,0.333353908990172,0.0750609955144106,0.0750609955144106,0.0376185023943037,0.0750609955144106,0.791666666666667,0.791666666666667,0.0294627825494395,1
"baseline_iid","hrfals_fastlss[r]",2,0.722503588467011,0.722503588467011,0.063357591502427,1.37747983238141,1.37747983238141,0.0261820523058351,0.333353908990173,0.333353908990173,0.177349178554335,0.333353908990173,0.075060995514411,0.075060995514411,0.0376185023943033,0.075060995514411,0.791666666666667,0.791666666666667,0.0294627825494395,1
"baseline_iid","st_default",2,0.72183384621721,0.72183384621721,0.0347530305324677,0.839484290235882,0.839484290235882,0.00159858120711468,-0.546343636643833,-0.546343636643833,0.369812153548697,0.546343636643833,0.00972339323168444,0.00972339323168444,0.0808845715545545,0.057194029039594,0.822916666666667,0.822916666666667,0.0147313912747197,1
"baseline_iid","hrfals_fit[cf_als]",2,0.649254128854945,0.649254128854945,0.00359785242937221,0.795140102104068,0.795140102104068,0.0163204824923048,-0.559095427416795,-0.559095427416795,0.00630140171622663,0.559095427416795,0.0300703985615973,0.0300703985615973,0.0103357752472717,0.0300703985615973,0.770833333333333,0.770833333333333,0.058925565098879,1
"baseline_iid","hrfals_fit[ls_svd_1als]",2,0.649254128854945,0.649254128854945,0.00359785242937229,0.795140102104068,0.795140102104068,0.0163204824923047,-0.559095427416795,-0.559095427416795,0.00630140171622647,0.559095427416795,0.0300703985615973,0.0300703985615973,0.0103357752472717,0.0300703985615973,0.770833333333333,0.770833333333333,0.058925565098879,1
"baseline_iid","hrfals_fit[ls_svd_only]",2,0.491855621164456,0.491855621164456,0.141120868967913,0.861020543947999,0.861020543947999,0.0552710349138951,-0.64853179974861,-0.64853179974861,0.0855869489435974,0.64853179974861,-0.139141605391886,-0.139141605391886,0.060989956642014,0.139141605391886,0.71875,0.71875,0.0441941738241592,1
"baseline_iid","fmrilss_sbhm",2,0.260975164312122,0.260975164312122,0.0358013449093754,3.00592504025466,3.00592504025466,0.0857758567313083,-0.567257179869572,-0.567257179869572,0.265652253967658,0.567257179869572,-0.520716669504621,-0.520716669504621,1.263027072364,0.893095007690774,0.541666666666667,0.541666666666667,0.058925565098879,1
"ar1_moderate","fmrilss_oasis[fractional|x=0.05|b=0.05]",2,0.628479261300009,0.628479261300009,0.0579240171124948,2.10433707627137,2.10433707627137,0.22739755542907,0.221479499249652,0.221479499249652,0.291474744813673,0.221479499249652,-0.780963080109053,-0.780963080109053,0.279814091226971,0.780963080109053,0.770833333333333,0.770833333333333,0.0294627825494395,1
"ar1_moderate","fmrilss_lss",2,0.627889609191053,0.627889609191053,0.0575749710312325,2.29588140663164,2.29588140663164,0.246041638440736,0.288400567309752,0.288400567309752,0.307746291409691,0.288400567309752,-0.875642032159846,-0.875642032159846,0.313601540073964,0.875642032159846,0.770833333333333,0.770833333333333,0.0294627825494395,1
"ar1_moderate","hrfals_fastlss[r]",2,0.623475246400693,0.623475246400693,0.0572624160995507,1.79888269095147,1.79888269095147,0.150000369423779,0.401992202579654,0.401992202579654,0.334293244116017,0.401992202579654,0.0231110511751211,0.0231110511751211,0.025531237142425,0.0231110511751211,0.78125,0.78125,0.0147313912747198,1
"ar1_moderate","hrfals_fastlss[cpp]",2,0.623475246400693,0.623475246400693,0.0572624160995508,1.79888269095147,1.79888269095147,0.150000369423778,0.401992202579653,0.401992202579653,0.334293244116017,0.401992202579653,0.0231110511751207,0.0231110511751207,0.0255312371424245,0.0231110511751207,0.78125,0.78125,0.0147313912747198,1
