"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_lss",2,0.275979107611337,0.275979107611337,0.0299444018063621,3.03141534452885,3.03141534452885,0.189476810598249,-0.196726158496097,-0.196726158496097,0.090574994556852,0.196726158496097,-0.0207180112722394,-0.0207180112722394,0.0652402600693405,0.0461318303014046,0.603009259259259,0.603009259259259,0.00163682125274661,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default",2,0.272171601698018,0.272171601698018,0.0537963835013016,1.06242113015999,1.06242113015999,0.0325158083999727,-0.955272935909861,-0.955272935909861,0.0125782864435428,0.955272935909861,-0.00330292813376191,-0.00330292813376191,0.00261700740597105,0.00330292813376191,0.572916666666667,0.572916666666667,0.0310996038021861,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_sbhm",2,0.234967205725003,0.234967205725003,0.0467632931132405,3.07900279883706,3.07900279883706,0.210654344883922,-0.320967207068764,-0.320967207068764,0.132696078519595,0.320967207068764,0.0131838607099824,0.0131838607099824,0.0734492540420381,0.0519364656062185,0.601851851851852,0.601851851851852,0.00654728501098658,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.01]",2,0.15114225905672,0.15114225905672,0.0531337086020492,2.8799402269607,2.8799402269607,0.0220371468265955,-0.577680868401821,-0.577680868401821,0.107489060702903,0.577680868401821,0.0131305694909009,0.0131305694909009,0.0423202160636703,0.0299249117599012,0.546296296296296,0.546296296296296,0,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.02]",2,0.15107287886569,0.15107287886569,0.0528258837909264,2.87598497262526,2.87598497262526,0.020748133543573,-0.578307144261895,-0.578307144261895,0.106978819298422,0.578307144261895,0.0125916878277992,0.0125916878277992,0.0427190574930316,0.0302069352392206,0.545138888888889,0.545138888888889,0.00491046375823997,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.05]",2,0.150870314555333,0.150870314555333,0.0520300743534804,2.86534401695451,2.86534401695451,0.0173125309131258,-0.58008675777143,-0.58008675777143,0.105760549133623,0.58008675777143,0.0111611895558518,0.0111611895558518,0.0438431794826792,0.0310018095209814,0.550925925925926,0.550925925925926,0.00327364250549321,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.01]",2,0.146988493136248,0.146988493136248,0.0512020195630774,2.90524541121717,2.90524541121717,0.0123058296333794,-0.583475387025481,-0.583475387025481,0.109538718018498,0.583475387025481,0.00864446107635675,0.00864446107635675,0.0476201059950581,0.0336724998699278,0.547453703703704,0.547453703703704,0.0049104637582399,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.02]",2,0.146203362921095,0.146203362921095,0.0500786380314174,2.88004780228366,2.88004780228366,0.00505307675031769,-0.589235684727924,-0.589235684727924,0.109326784585652,0.589235684727924,0.00569038603026134,0.00569038603026134,0.0510817760129722,0.036120270213825,0.549768518518519,0.549768518518519,0.00818410626373319,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.05]",2,0.144343770205633,0.144343770205633,0.0497926428308759,2.84321455018107,2.84321455018107,0.00434386721424673,-0.600466948244278,-0.600466948244278,0.113125723417481,0.600466948244278,0.00164617236731937,0.00164617236731937,0.0576990302602425,0.0407993755649053,0.545138888888889,0.545138888888889,0.0114577487692265,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.02|b=0.01]",2,0.108544260468684,0.108544260468684,0.0653325695465677,3.84450675914641,3.84450675914641,0.0541140916890995,-0.578000908655782,-0.578000908655782,0.206871175308494,0.578000908655782,0.0196989865373831,0.0196989865373831,0.0548625455598075,0.0387936779984958,0.527777777777778,0.527777777777778,0.0163682125274664,1
