"scenario","primary_st","mean_cor_st","mean_cor_lss","mean_rmse_st","mean_rmse_lss","delta_cor_mean","delta_cor_ci_lo","delta_cor_ci_hi","delta_rmse_mean","delta_rmse_ci_lo","delta_rmse_ci_hi","st_better_corr_rate","st_better_rmse_rate"
"r1_c1__ar_iid__isi_dense__amp_none","st_default",0.367063654415111,0.358474551810525,0.943610943724203,2.5334194996239,0.00858910260458523,-0.00570182068637698,0.0194121181803713,-1.58980855589969,-2.10124318356188,-1.21886185953221,0.833333333333333,1
"r1_c2__ar_iid__isi_mid__amp_mod","st_default",0.431080293320847,0.408722763184258,1.01207437276227,2.29370375178269,0.0223575301365883,-0.0011513289854102,0.039310886373686,-1.28162937902042,-1.43229676339747,-1.01374421066522,0.833333333333333,1
"r1_c3__ar_iid__isi_sparse__amp_high","st_default",0.517027979043785,0.458400927618526,1.06533719088172,2.26518748578194,0.0586270514252589,0.0170777309118216,0.134224543601413,-1.19985029490022,-1.39149540144171,-1.02702631034664,1,1
"r2_c1__ar_mod__isi_dense__amp_mod","st_default",0.348690026682428,0.330001733512225,1.03566788460941,2.89901445064256,0.0186882931702025,-0.000885005030841268,0.0385050359179336,-1.86334656603315,-2.09600450136079,-1.50672216956801,0.833333333333333,1
"r2_c2__ar_mod__isi_mid__amp_high","st_default",0.348565513664445,0.321606562071675,1.19524733069,3.25364748941758,0.0269589515927702,0.00199915534254658,0.0572635509344083,-2.05840015872759,-2.43330155151998,-1.65673533106803,1,1
"r2_c3__ar_mod__isi_sparse__amp_none","st_default",0.395699487965144,0.377526383016549,0.953107428904573,2.3641580893199,0.0181731049485944,0.0082442904176076,0.0265051001299083,-1.41105066041533,-1.55359006894469,-1.23391513733527,1,1
"r3_c1__ar_high__isi_dense__amp_high","st_default",0.340177686119999,0.29010204878267,1.27844323207008,3.9704488306233,0.050075637337329,0.0279587168549793,0.0725238036010626,-2.69200559855322,-3.07573045679255,-2.30240299204386,1,1
"r3_c2__ar_high__isi_mid__amp_none","st_default",0.345389965674373,0.316665004308551,0.977796115257428,3.4578738740084,0.0287249613658213,0.0104302926538534,0.0470894059172131,-2.48007775875097,-2.76521471225315,-2.09853932316199,1,1
"r3_c3__ar_high__isi_sparse__amp_mod","st_default",0.36763950226271,0.351061971286784,1.05869658581103,2.8695013194684,0.0165775309759263,-0.0107963126478569,0.0393184349786099,-1.81080473365737,-2.06595266663552,-1.48306050680754,0.833333333333333,1
